zipcode,latitude,longitude,state,population,bedroom_number,bathroom_number,living_space,land_space,year_built,2015,2016,2017,2018,2019,2020,2021,2022,2023,net_income,2024
77091,29.85382,-95.43969,TX,30008,3,3,1755,3126,1930,114043.98,122941.09,130367.09,141129.57,159013.07,172323.74,194586.56,223840.69,232564.56,83363,227034.59
77092,29.83153,-95.47521,TX,35822,3,2,1652,3703,2004,162779.92,181127.49,189347.9,197975.32,203694.28,211946.95,235712.31,266488.59,272178.19,88682,268568.89
77093,29.8623,-95.34097,TX,47417,3,2,1805,4592,2008,76493.02,82044.31,88019.25,99595.13,111774.3,123743.87,140449.3,163319.67,166957.51,137238,169440.58
77094,29.7738,-95.69955,TX,11139,4,4,3738,4877,1982,388434.95,389409.12,383058.65,384324.73,389587.85,396481.83,436875.64,495906.85,515199.2,10756,509477.77
77095,29.90834,-95.65492,TX,71138,4,3,2465,6358,2003,197672.92,206193.99,209898.37,217099.01,225326.04,234352.78,269514.31,321155.2,326553.78,117768,324376.04
77096,29.67464,-95.47965,TX,32744,4,3,2661,7085,1975,361165.62,358360.93,351504.84,325600.27,323169.67,326447.94,351243.66,385957.71,398350.62,62898,397395.05
77098,29.73482,-95.41526,TX,15414,3,4,3093,4128,2005,561931.39,549055.62,543265.44,553881.81,567446.58,574331.69,607475.88,646674.07,650418.92,19081,663916.39
77099,29.67067,-95.58485,TX,50113,3,2,1610,4273,1910,107029.96,119116.1,128585.75,138480.05,148314.05,155923.29,175653.25,210099.67,216719.14,148636,219484.8
77301,30.30897,-95.43281,TX,33409,3,2,2005,4591,2006,138240.31,147196.26,154045.16,162307.66,172266.65,181187.8,204508.31,239685.14,242801.97,84397,243856.56
77302,30.22626,-95.36014,TX,19165,4,3,2436,4168,1977,185296.46,192940.27,196417.47,198824.67,210103.24,222208.46,257094.63,298654.8,297899.46,35649,298732.16
77303,30.37569,-95.37937,TX,22502,4,3,2034,2977,1980,153136.39,165541.76,173319.69,180260.75,190798.93,200585.25,230712.97,271020.24,272373.27,41202,273210.59
77304,30.33097,-95.51538,TX,36700,4,3,2490,5070,2005,222696.98,230737.92,232739.17,236771.1,241776.04,249522.89,281254.76,328868.82,326585.14,50776,333957.54
77306,30.2799,-95.31337,TX,16650,4,2,1708,4029,1937,137671.04,142693.55,148414.17,156579.45,167730.86,181462.82,215612.98,249380.29,245647.03,33239,244179.74
77316,30.30974,-95.68528,TX,29191,4,3,2854,3220,1992,274557.64,285319.54,284704.78,290917.74,299002.46,311313.09,358198.69,427832.92,437447.77,34056,431324.12
77318,30.44709,-95.54364,TX,18348,4,3,2228,4486,2004,203184.58,217602.07,222067.21,228722.01,236654.97,243589.35,275797.77,323294.77,320838.25,29224,328282.28
77320,30.80672,-95.55687,TX,38572,3,2,1822,3407,2002,140249.62,149594.06,156155.83,165160.95,176062.14,188428.31,210717.61,241012.32,240705.48,53690,237791.61
77327,30.3262,-94.91826,TX,29710,3,2,1755,2092,1965,118585.58,128399.65,140547.01,148452.88,159266.6,172446.84,195219.6,212731.48,209926.12,48838,204473.76
77328,30.40767,-95.18888,TX,18297,3,2,1896,2080,1996,146076.08,154738.8,160942.01,166468.57,175238.44,191019.67,223660.08,252971.39,249638.14,34822,244362.66
77331,30.61928,-95.17706,TX,7114,3,2,1925,416,1948,149109.94,153838.55,156876.4,162948.56,177576.27,190960.53,234144.03,268711.3,258272.76,13925,254427.45
77338,30.00858,-95.28351,TX,46780,3,2,1979,5268,1934,129147.16,139982.81,147594.82,156309.88,164864.68,172986.11,197729.21,237852.55,239666.37,103436,241068.77
77339,30.04788,-95.22139,TX,42652,4,3,2653,5410,1961,181925.75,191707.62,196867.92,204117.52,209925.76,214448.72,241590.61,284568.77,290399.65,58992,289231.71
77340,30.64601,-95.53441,TX,32826,3,2,2108,3864,2000,159440.05,169897.43,177769.07,187740.77,198255.07,211891.75,236741.58,272809.69,269885.79,59598,273099.1
77345,30.05392,-95.15884,TX,27274,4,3,2857,5417,1978,277044.91,284531.53,283912.15,283020.52,286501.42,290414.8,326147.52,380856.36,393234.58,25231,386437.76
77346,29.99027,-95.17777,TX,67587,4,3,2810,6184,2001,197858.71,208740.82,214266.05,221949.83,228182.13,235048.03,265702.75,315329.11,316524.92,87246,317646.27
77351,30.70411,-94.81682,TX,34047,3,2,1695,2023,2007,116601.44,116576.07,121838.05,127895.62,134799.08,143833.11,163963.01,185636.9,181670.94,60500,183992.91
77355,30.1579,-95.75014,TX,31164,4,3,2722,735,1972,231477.97,244160.84,248016.21,256203.19,265951.65,280550.99,322129.5,371672.43,371024.2,44140,369706.66
77356,30.44807,-95.70358,TX,28689,3,3,2513,4249,1963,233183.94,241922.74,243324.26,248475.36,253391.82,262945.18,303527.81,364272.14,366192.02,42757,366768.25
77357,30.15694,-95.18173,TX,29992,4,3,2233,4295,2002,169031.37,181401.5,189760.95,195861.61,205917.04,216793.77,249220.86,286012.32,282148.38,56494,285499.56
77358,30.55061,-95.45419,TX,5324,3,2,2067,28,1954,195099,210185.5,216908.52,227059.49,243147.82,261015.4,302306.1,347972.45,334705.78,10799,339846.08
77360,30.8471,-95.11394,TX,5805,3,2,1527,1980,2007,112591.36,109446.38,112722.71,118570.99,123461.67,129022.24,147155.02,169667.46,162956.05,12692,171818.86
77362,30.16003,-95.67237,TX,6361,4,4,3175,3576,2003,230196.09,239774.76,245098.71,255771.51,266991.38,277847.39,320785.96,379628.16,377596.04,10051,385723.46
77364,30.76592,-95.22168,TX,2272,3,2,1605,3026,1914,132814.85,139226.87,138458.39,146741.41,155610.6,165760.91,200156.07,226652.78,224584.87,5207,215473.31
77365,30.11638,-95.2747,TX,36802,4,3,2296,4200,1974,199773.18,208502.29,214372.18,221367.58,226861.09,231974.01,258130.16,300010.19,298690.57,69160,309023.42
77371,30.49376,-94.98146,TX,7291,3,2,1800,613,1977,110541.55,122591.46,120019.77,120064.79,133921.24,145567.97,174404.75,194126.91,181805.75,16339,181352.57
77372,30.24472,-95.18281,TX,14103,3,2,123154,2072,2000,136624.36,149909.22,157986.59,165452.92,177392.42,187916.85,214142.3,244722.08,243252.24,25505,247649.41
77373,30.06143,-95.38423,TX,63296,3,2,2078,5824,1972,134214.17,144417.22,152577.41,160934.93,170169.41,177551.26,202986.8,244110.83,247023.08,125556,246210.1
77375,30.09393,-95.59095,TX,62970,4,3,2683,5385,1962,208052.62,218719.75,222639.16,230104.46,238117.87,246974.29,281378.87,336593.5,339556.67,89411,339685
77377,30.06141,-95.67608,TX,38689,4,3,2957,4239,1960,253874.34,260266.41,261524.22,267761.08,274878.68,285261.11,325657.67,388040.57,394726.99,48505,392820.57
77378,30.45873,-95.37454,TX,17549,3,2,1851,4666,1955,135017.85,150570.63,156856.18,164477,171966.27,182503.12,207426.15,239651.47,237630.28,40016,237720.12
77379,30.03966,-95.53305,TX,82125,4,3,2951,5414,1969,230506.66,237180.51,238735.93,244586.71,252181.48,260594.71,297413.12,354533.82,359505.15,112440,355921.02
77380,30.1365,-95.46863,TX,29095,4,4,3215,3784,1964,242181.86,241370.43,237931.98,242946.07,247678.54,256919.41,296284.62,355018.79,363223.88,43593,364143.05
77381,30.17791,-95.50266,TX,36080,4,4,3436,4685,1880,333372.68,329179.32,321213.57,324113.43,328860.43,340420.46,389411.84,462035.12,479669.65,38722,469628.66
77382,30.19961,-95.5455,TX,41233,4,4,3958,3728,2006,360145.49,353872.96,344996.11,346812.72,354690.93,367182.77,413731.97,494784.91,514967.49,31905,507126.43
77384,30.23453,-95.49675,TX,21259,4,3,2665,5758,1977,295161.95,292905.75,289459.27,291592,298052.97,307684.45,347183.31,408165.17,417039.46,26659,417202.22
77385,30.1894,-95.42264,TX,24771,4,3,2505,5097,1954,215693.83,223215.72,225491.43,230094.62,237223.64,246696.94,280751.01,335106.61,333145.49,38833,341949.66
77386,30.10153,-95.3561,TX,64460,4,3,3129,4913,1980,231284.68,236479.38,238595.97,244898.65,251430.76,260360.39,298220.72,354647.05,356365.96,67631,354095.9
77388,30.05957,-95.46764,TX,53498,4,3,2578,6645,1914,180448.9,188747,192503.08,199716.75,207682.71,216088.01,248008.1,294847.47,296791.26,79686,296465.79
77389,30.11509,-95.50752,TX,41982,4,4,3169,4806,1936,321886.06,320407.18,312924.28,316464.4,323826.3,335073.21,382506.82,454156.76,461566.45,41916,460574.68
77396,29.94778,-95.26129,TX,61720,4,3,2259,5819,1954,150377.57,161221.36,168238.83,177413.26,185844.93,193289.8,218013.18,259494.1,261123.88,107779,265239.85
77401,29.70398,-95.46192,TX,17362,4,4,3550,6353,1910,847819.27,848899.58,836025.85,821736,810249.01,793883.62,846027.39,922662.02,964938.05,13924,950691.55
77406,29.64571,-95.79184,TX,58998,4,3,3050,5469,2006,269298.66,276572.86,276740.62,280639.1,282386.23,288654.85,334380.1,403049.08,409380.9,54057,402877.37
77407,29.67658,-95.71455,TX,73084,4,3,2687,6550,2003,236543.09,249504.36,252107.54,256357.58,259375.55,266205.29,309640.64,375795,379723.33,79257,373521.89
77414,28.90601,-95.8935,TX,24345,3,2,1696,3104,2001,138180.5,148301.2,153746.39,163324.77,163090.17,170043.59,183759.44,201634.34,199195.32,46131,204231.1
77417,29.46633,-95.9621,TX,2892,3,2,1952,1833,1972,124180.33,134902.54,148068.28,160864.53,175600.98,187683,210162.29,235347.32,235818.49,4829,232055.26
77418,29.97922,-96.25063,TX,10220,3,2,2038,1558,1969,212666.03,227786.3,238931.57,250134.76,260745.91,272315.25,309442.53,362797.06,362806.66,20696,363260.08
77422,28.96492,-95.57268,TX,14042,3,2,3372,1584,2009,138457.36,151698.99,164465.61,171662,181566.39,193987.08,208870.07,225835.98,225262.29,24848,224852.85
77426,30.11633,-96.24721,TX,2019,3,3,2041,649,1971,251072.55,271834.25,292069.29,315892.01,328545.72,354250.79,424472.96,500314.43,503260.92,5003,488390.9
77429,29.99068,-95.65808,TX,88375,4,3,2864,5091,1950,230494.24,239389.82,243057.99,249369.49,257132.13,265622.7,306049.76,366485.82,371690.16,112440,364331.28
77430,29.26487,-95.65616,TX,1780,3,3,2205,7,1953,188715.32,203356.35,209672.09,223973.3,236136.86,247941.88,285833.61,323797.6,319735.83,3957,318422.58
77433,29.9492,-95.73979,TX,103070,4,4,2986,5840,1966,273805.67,279222.96,278777.7,283571.05,290657.19,301056.04,347467.06,418856.89,425596.6,114121,416839.76
77434,29.52577,-96.31983,TX,4128,4,2,3334,1611,1970,80485.51,87532.65,89115.6,95995.8,102390.92,112717.39,130377.88,126644.27,125278.79,12307,117120.88
77435,29.51111,-96.12395,TX,3727,3,2,2066,3189,2007,171577.95,185890.99,197490.54,203656.44,217684.76,240761.1,263922.32,293416.64,289770.21,10101,291352.5
77437,29.20452,-96.27328,TX,18529,3,2,1941,3466,1940,120828.86,130876.33,133778.11,139370.93,151961.52,163218.27,175166.65,191374.45,189897.59,44192,192084.99
77447,30.05178,-95.82868,TX,18145,3,3,2168,4370,1996,197037.15,206540.14,211739.12,215785.76,225041.75,232616.21,261903.22,308258.5,305009.57,30714,312682.11
77449,29.83674,-95.73547,TX,119994,3,3,2011,5994,1906,151032.57,163981.26,170701.62,178898.51,186724.25,194306.53,223289.63,273262.44,274389.97,257998,281200.39
77455,29.14017,-96.43782,TX,2014,3,3,2130,1404,1995,147524.29,160729.21,168660.59,174275.86,188835.58,207449.25,224478.25,243268.67,242494.43,3781,242439.22
77459,29.52691,-95.53407,TX,77722,4,4,3258,5751,1971,261725.87,273211.09,275876.37,278953.05,280299.97,284740.24,321558.99,379745.88,386196.05,93588,383193.02
77461,29.39159,-95.77345,TX,11824,3,2,2204,1062,1959,165689.72,179837.41,196849.2,209445.41,223495.73,236383.25,266071.65,300593.32,305465.15,22221,296737.08
77465,28.71152,-96.22545,TX,7227,3,2,1525,3171,1931,123965.24,135341.43,139891.06,147705.68,147753.19,153510.63,167639.17,181249.65,178452.79,16041,180641.83
77469,29.49229,-95.70571,TX,57228,4,3,2763,5512,1948,207702.35,220556.81,226113.96,232181.61,236786.88,243428.66,277838.93,332717.04,334937.26,87199,336837.54
77471,29.55159,-95.86785,TX,41723,3,2,2123,5958,1964,147253.65,158295.19,168145,177134.38,184770.51,193429.64,221632.1,263382.98,267422.21,98077,266140.46
77474,29.77583,-96.18518,TX,14048,3,2,2274,2654,1976,198736.29,213402.19,222260.94,233495.1,243321.93,256661.39,286553.19,326983.46,327474.36,30358,327115.92
77477,29.62625,-95.56718,TX,33844,3,2,2064,5747,1994,158175.42,170331.71,180039.84,188827.9,199575.81,208107.25,232540.24,269604.21,275861.93,78528,272608.29
77478,29.61896,-95.6077,TX,23276,4,4,3638,5280,1968,288176.03,297356.67,299501.63,302285.31,306696.57,310978.08,341604.29,392843.53,406080.21,36429,405997.21
77479,29.56503,-95.6346,TX,90084,4,4,3896,5091,1972,371692.34,376744.59,372855.06,374229.75,373203.47,375774.83,416951.76,491882.56,509551.99,86492,499866.85
77480,29.09388,-95.76692,TX,8243,3,2,1783,1042,2005,137131.43,150311.4,160046.8,168008.86,180740.91,187263.84,206934.18,231116.24,226719.22,13582,229476.18
77482,29.09351,-95.88411,TX,1307,3,2,1925,1172,2000,159535.8,169548.2,175410.25,182757.96,182737.53,191466.8,209197.58,229645.16,219197.13,4072,231142.56
77486,29.15495,-95.6805,TX,7227,3,2,2194,4937,1965,147622.51,159119.71,170686.75,179166.34,195762.76,203706.52,219215.96,243686.51,245613.99,13329,245106.08
77488,29.29833,-96.09821,TX,14721,3,2,1525,2402,1994,107223.83,117817.96,125168.1,130758.22,142669.27,154512.75,167432.77,183381.44,179793.02,34389,182963.3
77489,29.60068,-95.51605,TX,38593,3,2,1853,6432,1956,114682.1,128772.74,138493.63,147714.57,159026.67,169224.83,192289.68,224785.74,230556.21,101216,226360.36
77493,29.85193,-95.83025,TX,48117,4,3,2812,5964,1922,220669.17,232470.1,237091.64,242039.18,246267.52,250794.01,287548.55,348675.27,348205.36,55193,352074.26
77494,29.74566,-95.82302,TX,129165,4,4,3227,5661,2005,324287.52,321896.29,316498.14,320464.57,323809.52,330947.17,381345.91,463206.78,475322.87,98367,457043.99
77498,29.64224,-95.65244,TX,52947,4,3,2340,6486,1925,189532.45,203131.01,209364.06,217152.17,222476.18,229246.39,258453.04,307243.95,316889.97,96788,314336.12
77502,29.67984,-95.19953,TX,37665,3,2,1798,6597,1977,105406.41,117440.46,126833.09,137156.56,147235.12,156467.91,176236.22,202087.56,204684.16,90775,202660.84
77503,29.69078,-95.15781,TX,24582,3,2,1690,4672,1957,99616.73,110887.96,120825.07,132456.66,142600.7,150760.12,168944.55,194170.96,199759.75,55265,194500.22
77504,29.64766,-95.19007,TX,25748,3,2,1704,4764,1965,140934.44,151653.23,160489.06,173105.91,185981.4,196730.41,218385.62,247106.47,252430.18,54380,246965.99
77505,29.64895,-95.14284,TX,22548,3,3,2451,5498,1978,180819.27,193650.14,203787.65,216867.95,227379.87,237155.16,262227.04,298330.14,303760.81,40534,301357.07
77506,29.71786,-95.19018,TX,37141,3,2,1566,6393,1900,75117.44,84502.89,92716.61,104022.69,116427.96,127330.1,143295.42,162745.78,165692.97,93219,162440.33
77510,29.34788,-95.09089,TX,13124,3,2,1865,2218,1924,166611.07,183511.08,198516.87,209576.87,220635.34,239963.62,271627.03,308842.55,304490.97,25140,303363.2
77511,29.38638,-95.23769,TX,49600,4,3,2203,3033,2008,161087.87,173112.4,184430.22,195508.99,205502.47,214653.84,239762.86,272267.97,276144.79,97062,276528.25
77514,29.69096,-94.62598,TX,5818,3,2,2074,4244,1961,167859.39,172929.49,175122.29,181185.82,191328.57,203537.13,222498.36,239542.65,244170.9,9827,236807.63
77515,29.17604,-95.44955,TX,33491,3,2,1963,3274,1980,141021.19,152959.56,165213.1,174080.49,184234.9,192018.39,207398.12,228517.33,229181.62,54017,227975.89
77518,29.50544,-94.98664,TX,10567,3,2,1831,5009,1932,116249.27,126585.24,136419.7,148594.81,154479.92,163421.96,180959.97,208104.53,209820.09,25428,210522.14
77520,29.74599,-95.00388,TX,36054,3,2,1862,3811,1996,83547.06,91523.28,99648.33,111219.45,122312.47,130161.68,145852.19,168563.28,168726.81,88050,171409.24
77521,29.81298,-94.96233,TX,63309,3,2,2139,5465,2002,146109.35,156466,167206.51,177557.2,187449.61,196158.72,217512.71,251703.89,254128.39,106301,251865.17
77523,29.77598,-94.8632,TX,26370,4,3,2378,4529,1998,228883.8,242326.61,252641.78,266319.44,276906.87,289813.73,323335.25,357956.33,355170.36,28158,355229.44
77530,29.78948,-95.11159,TX,30880,3,2,1749,4909,1984,103357.34,113963.25,125118.25,136536.26,147100.09,155236.74,174476.07,203883.02,209968.17,73471,206404.57
77531,29.03895,-95.40071,TX,15956,3,2,1911,5288,2007,126526.71,138437.04,151239.15,158233.81,170560,179928.3,194352.41,209967.81,211712.91,31000,208229.37
77532,29.93177,-95.05602,TX,30108,3,3,2154,3523,2004,154044.63,164810.16,176371.34,186693.35,196403.89,205480.81,228609.2,264863.75,267409.18,53914,268839.76
77534,29.21335,-95.30387,TX,3125,3,2,1871,3255,2007,159340.02,170248.75,182987.7,192113.29,205331.34,214683.3,232199.47,254770.77,252092.76,4846,255201.25
77535,30.05129,-94.91569,TX,37418,4,3,2298,1373,2005,171611.03,187979.6,204418.2,217007.18,228041.93,238794.5,267778.13,297187.15,303173.53,56859,294667.93
77536,29.69021,-95.11891,TX,33291,4,2,2082,6581,2004,157008.37,168257.81,179373.09,191330.23,201749.42,210922.08,232627.61,263748.63,267180.48,54933,266104.25
77539,29.45578,-95.02723,TX,45901,3,3,2174,4229,1994,161431.64,174819.75,186755.52,194789.81,203219.15,215471.13,241083.96,275754.23,277095.83,83960,276304.29
77541,29.01496,-95.32667,TX,17989,3,2,1474,4556,1989,120088,128173.15,134338.06,143837.82,155582.37,166089.12,184159.23,207482.33,200124.05,36980,206976.22
77545,29.53729,-95.47242,TX,25755,4,3,2461,6352,1921,160186.85,172770.57,180591.35,191727.82,200850.77,208714.5,238593.73,283346.45,283990.3,56828,289070.1
77546,29.5132,-95.19352,TX,54405,4,3,2945,3502,1936,226141.2,240778.94,252329.8,262644.47,271575.28,286045.82,322673.8,371618.21,377819.75,70432,369858.86
77547,29.74018,-95.23836,TX,9702,3,2,1352,5607,1987,71387.19,78412.61,83926.43,90080.51,105016.95,120533.71,135365.54,154388.1,160272.27,23255,151861.38
77550,29.31021,-94.77706,TX,22421,3,3,2390,4356,1921,139717.88,153325.07,169129.07,185254.22,194176.33,210089.22,256601.43,314213.61,321556.66,65209,312031.53
77551,29.27903,-94.83502,TX,23686,3,2,1477,3692,1952,129053.15,138689.32,153287.56,162460.63,170562.31,184255.37,216874.99,263753.33,271900.26,52326,263179.31
77554,29.23187,-94.92544,TX,9001,3,3,1894,4573,1965,303896.99,320904.17,330357.3,340714.79,355565.23,377582.08,469300.43,577515.01,569107.83,12990,561963.15
77562,29.82917,-95.05473,TX,10292,3,2,1840,3786,2004,115137.32,122377.19,132480.95,145760.93,156561.3,164321.87,182863.03,212581.83,218433.66,21564,215573.79
77563,29.31123,-95.01822,TX,10223,3,2,1897,4663,2002,139985.55,149382.36,162044.62,173197.44,182925.63,199950.9,230434.85,260945.62,251232.63,21750,254839.16
77565,29.53925,-95.03229,TX,6555,3,3,2526,5122,1969,237777.98,254420.25,266902.8,282083.63,290810.68,300214.51,339384.62,387403.54,387544.46,12049,387074.73
77566,29.04971,-95.47511,TX,30327,3,3,2180,3933,2006,167185.32,180390.57,191186.96,200346.18,208285.94,217449.96,232187.01,253679.33,259488.61,46023,256568.8
77568,29.36653,-94.98773,TX,19819,3,2,1882,5536,1900,125416.9,137841.07,153435.1,166927.26,175407.2,191956.43,215339.83,242172.35,237763.93,42599,238914.16
77571,29.69287,-95.06012,TX,37298,3,3,2119,5416,2004,141407.44,152987.75,164927.88,176041.4,185767.02,194521.93,214944.13,245679.44,248077.06,65475,248324.61
77573,29.50213,-95.08636,TX,95111,4,3,2725,6206,1930,230793.31,245998.46,256525.49,267344.43,275925.35,286747.18,320485.18,366579.39,371597.81,107432,359813.69
77575,30.07738,-94.73666,TX,15796,3,2,2005,1419,1971,126023.48,136541,146419.56,155994.75,163044.02,169925.78,188566.09,207042.26,208963.11,28787,204502.19
77578,29.47794,-95.36757,TX,23444,4,3,2636,6200,2006,271392.38,287067.14,294379.89,303859.43,308831.72,314729.43,349554.02,408589.22,413218.26,27543,417612.57
77581,29.5624,-95.27982,TX,50733,4,3,2552,5587,2007,216336.24,232023.3,240462.73,251983.77,262292.4,271061.92,299529.67,346457.57,354023.59,69131,350924.44
77583,29.37763,-95.4585,TX,41232,4,3,2489,5191,1966,215895.46,228340.55,236417.21,242709.13,248406.67,253544.71,282077.38,331677.84,329006.21,51121,337821.1
77584,29.54577,-95.35013,TX,89358,4,3,2689,6208,1935,234386.7,248976.61,255719.6,263509.83,269507.09,275361.28,307011.76,359075,366963.9,105369,358211.52
77586,29.58267,-95.03391,TX,23364,4,3,2632,4447,1900,212722.18,229113.07,238845.29,251064.94,260296.51,268937.66,297941.53,339983.86,345793.2,34410,343996.47
77587,29.66117,-95.22865,TX,16381,3,2,1637,6564,1988,90142.68,98680.15,110765.91,120983.53,130314.09,139824.71,157712.97,185857.89,191278.66,44160,188367.47
77590,29.3804,-94.91759,TX,33272,3,2,1896,6027,1970,97022.97,107448.23,117846.77,127813.92,133304.02,146615.86,165081.09,187275.72,183635.17,75376,186502.29
77591,29.39971,-95.00074,TX,14961,3,2,1779,5920,1976,119133.28,129915.28,142391.25,154365.85,162774.2,176313.73,195403.55,224478.13,223043.16,38641,226731.47
77598,29.53766,-95.13714,TX,27184,3,2,1668,5846,1974,132903.27,144948.49,155468.37,165548.2,176315.96,186110.03,210525.59,243688.1,249279.89,58643,242960.6
77611,30.01259,-93.8222,TX,9829,3,2,1851,2668,1890,141209.06,146912.64,154174.74,162005.18,174016.48,187058.15,197305.25,205584.97,201603.56,16308,204093.91
77612,30.39851,-93.93276,TX,9490,3,2,1802,684,1973,141226.77,142630.73,148639.12,156166.82,165334.73,178713.27,203589,223291.7,209716.5,14531,217251.36
77619,29.94549,-93.9165,TX,17078,3,2,1745,6380,1993,106373.89,106551.11,113746.46,120015.15,135496.31,148116.54,157145.55,166869.59,164687.52,31643,166597.69
77622,29.85741,-94.29467,TX,1685,3,3,2018,3,1969,158878.29,167015.14,177664.48,186371.53,198266.13,209167.62,219713.99,230602.02,225176.81,2646,233867.94
77625,30.37032,-94.3923,TX,7773,3,2,1816,959,1985,147741.92,149534.76,150504.53,160037.96,175136.87,186891.59,196417.73,207389.96,194742.8,16024,209597.66
77627,29.99095,-94.00772,TX,21896,3,2,2040,5254,2004,135103.63,138918.8,144155.14,152179.13,164363.25,172394.61,182732.34,195269.45,193886.71,41308,196781.88
77632,30.2014,-93.80477,TX,21657,3,2,2146,1427,1970,152634,156332.84,161357.42,169517.51,181283,196596.34,208263.47,216266.94,209594.21,34505,214168.42
77640,29.88021,-93.94152,TX,17579,3,2,1584,3209,1954,60941.4,63486.33,63903.65,71579.42,78770.01,86011.83,90954.12,95029.96,96948.56,42151,96241.76
77642,29.93917,-93.91606,TX,37881,3,2,1895,4762,2007,71419.66,73796.24,78544.69,84778.56,93033.74,97758.46,102993.63,103217.48,100991.62,90333,104485.15
77650,29.42995,-94.68096,TX,2094,3,2,2596,4467,1970,230970.66,243820.7,247049.77,256317.47,263960.28,278195.8,338335.12,448192.81,444754.67,4581,455368.15
77651,29.98036,-93.94821,TX,13534,3,2,2356,5455,1988,147077.5,150975.51,156927.64,165338.55,176640.01,189624.42,200893.16,214186.86,216326.78,21393,214867.09
77656,30.42866,-94.16887,TX,16795,3,2,2015,1423,2007,121062.68,124030,126306.47,135510.63,147080.23,156405.65,161118.03,168492.33,159349.93,34662,172589.52
77657,30.22549,-94.18862,TX,21551,4,3,2584,1681,1958,183375.49,188594.86,195199.67,202701.59,218040.77,228851.94,242840.22,260807.51,264876.18,34661,266361.65
77659,30.15775,-94.43279,TX,6230,4,3,2344,1028,1925,154530.14,160524.09,164561.18,164504.79,186228.63,208081.35,224973.29,244135.5,243614.1,7511,244107.15
77662,30.1793,-94.01876,TX,25789,3,2,6168,1656,1995,119757.06,123789.3,129731.79,137078.55,149849.86,165847.03,172931.54,175841.83,164361.81,49418,174899.3
77664,30.58901,-94.39529,TX,2368,3,3,2122,6,2003,116970.26,123717.43,132447.38,138216.91,146046.96,162646.11,183164.56,203148.98,188335.25,4836,201415.89
77665,29.78697,-94.40969,TX,6499,3,2,2083,433,1998,156901.67,163877.68,173954.6,181171.61,191010.58,199035.26,213375.11,227942.06,226874.37,13521,228584.38
77701,30.07321,-94.10579,TX,12930,3,2,1757,6453,1961,53690.15,52516.23,52778.81,61400.08,72238.81,76008.14,79889.32,76546.46,75476.72,42742,76796.62
77702,30.08624,-94.12825,TX,3368,3,3,2662,2891,1968,99816.77,97772.87,100422.42,111901.62,123953.4,129533.62,133350.59,139943.89,135521.08,8278,146724.38
77703,30.11522,-94.10906,TX,12069,3,1,1401,4746,1914,44690.06,44966.83,44255.64,53898.96,60236.07,62026.1,66177.66,65324.04,70113.22,45178,65018.96
77705,29.90652,-94.16961,TX,40947,3,2,1771,2396,1950,88043.48,88079.55,88408.47,96843.45,106597.7,111676.2,114597.93,113484.47,108245.77,65798,112215.26
77706,30.10049,-94.16717,TX,29195,4,3,2953,3574,2005,166749.94,165922.31,170455.66,179854.69,186901.17,195549.4,208166.63,223140.23,221448.81,50441,230726.55
77707,30.05323,-94.1748,TX,18214,3,3,2237,5069,1987,114114.58,115566.93,121099.19,131016.39,138990.64,145841.2,155468.94,166656.38,166363.88,38541,171284.45
77708,30.14747,-94.15128,TX,12979,3,2,1745,5730,2004,101723.85,103272.44,108124.06,115854.82,126512.87,136301.21,143928.61,151423.16,151944.52,33175,153255.16
77713,30.06777,-94.25716,TX,14136,4,3,2523,3399,1910,172110.37,172137.2,179375.71,179742.26,194347.99,211560.69,221596.64,237280.9,234424.76,22923,243854.37
77801,30.63968,-96.36451,TX,14585,3,3,2061,4163,1961,112365.61,125430.82,141458.73,153025.43,155910.47,160103.35,173794.43,195030.52,206333.81,40151,201228.17
77802,30.6609,-96.32233,TX,24571,3,3,2184,3966,2000,157239.39,172865.75,186781.3,193404.36,197741.88,205026.44,220542.57,244268.55,257581.7,50998,249143.37
77803,30.67835,-96.3867,TX,33233,3,2,1466,4081,1963,98050.65,108291.25,121065.39,132300.5,136610.99,143629.16,156299.24,174970.63,185632,85853,179488.52
77807,30.6783,-96.47982,TX,12677,3,3,2464,4339,1993,191552.8,207800.7,217842.52,223298.94,224525.43,230073.86,247383.26,273863.23,283872.05,23168,279183.5
77808,30.78965,-96.31362,TX,14684,3,3,2086,2502,1976,248865.26,267475.87,283064.56,292620.35,298410.41,306980.98,335880.01,376889.66,393980.4,22893,380530.27
77830,30.52648,-96.00849,TX,3122,3,2,2694,581,2000,244513.88,274707.16,297680.85,310065.96,333578.44,358025.95,421661.96,504343.17,490317.67,5629,493038.17
77831,30.73144,-95.90933,TX,3137,3,2,1592,223,1880,123808.91,137510.22,152717.52,161384.87,171108.35,187525.44,228276.13,272519.48,268392.29,6723,261918.06
77833,30.20842,-96.40797,TX,28417,3,2,2475,4076,1996,184103.52,197531.78,204756.44,214240.16,225793.99,240303.92,272365.92,315103.59,310986.55,57923,313177.9
77835,30.19439,-96.59257,TX,3589,2,2,1542,883,1945,248754.9,265499.82,284052.68,301449.87,317304.07,343288.04,405293.7,471580.52,470549,4727,455323.47
77836,30.53798,-96.67813,TX,11584,3,2,2582,1430,1910,160937.71,178045.12,182330.36,201658.29,210165.69,223960.78,261257.1,286003.08,278447.65,24158,272118.95
