zipcode,latitude,longitude,state,population,bedroom_number,bathroom_number,living_space,land_space,year_built,2015,2016,2017,2018,2019,2020,2021,2022,2023,net_income,2024
77840,30.6115,-96.32332,TX,50047,3,3,2063,3106,2003,179743.15,193644.47,207080.68,216662.07,210099.44,210220.93,225502.5,251541.72,270804.28,88622,259484.46
77845,30.56212,-96.27607,TX,72886,4,3,2435,4466,1997,236430.7,254195.27,267933.99,274454.63,273697.77,276375.03,295487.8,330106.24,347828.88,88169,334587.96
77856,31.07714,-96.41499,TX,4526,3,2,2070,1780,2005,211467.26,244466.33,258987.02,266964.02,270657.99,280693.78,308592.37,337144.66,314679.26,9021,331177.79
77859,30.88012,-96.51707,TX,7368,3,2,1790,2142,1969,99411.22,116244.78,127312.72,142566.06,150090.91,153724.49,166977.73,176411.41,156020.55,18847,173535.58
77861,30.72477,-96.09908,TX,2171,3,2,2139,703,1999,212281.43,239328.5,267553.38,278695.25,295809.38,318922.35,380445.58,442974.52,435011.86,4809,425206.85
77864,30.96087,-95.89297,TX,7158,3,2,2440,385,2007,121678.3,125137.47,128242.73,134389.94,138506.37,150410.84,179510.04,217274.9,220012.5,20829,216733.95
77868,30.36954,-96.05815,TX,18302,3,2,2647,2427,1978,137776.26,152634.38,166608.91,170382.14,179792.35,188170.42,216893.63,247484.21,243992.78,33081,240557.69
77871,31.05129,-96.10903,TX,2757,4,2,1973,1257,1999,152756.58,164499.69,171427.65,176977.18,187497.95,206779,234186.3,273250.29,272504.05,7304,274337.76
77872,30.88539,-96.0971,TX,2416,3,2,1338,1256,1995,172132.79,181735.8,187614.91,197032.86,203092,219174.53,263886.7,318418.53,326661.49,3415,312357.68
77873,30.57489,-95.79934,TX,1270,3,3,3060,25,1959,201841.61,218473.52,228916.33,235078.69,250437.55,268736.38,317320.92,366071.85,362036.5,2747,354907.35
77879,30.40078,-96.49378,TX,5162,3,2,1254,1011,1924,113907.78,119536.41,125137.83,138625.21,149558.83,159801.69,181736.17,189809.07,178961.72,10914,180063.11
77880,30.28283,-96.1863,TX,1816,3,2,2168,32,2009,240230.47,260163.39,278789.28,300065.2,314649.39,345438.78,406912.65,469946.46,459066.45,4197,455589.27
77954,29.0966,-97.29533,TX,10801,4,3,2278,2290,1999,129616.53,133853.8,129307.84,138281.27,152186.36,159444.65,174557.21,187516.79,182499.11,22150,189689.68
77957,29.03022,-96.70606,TX,8710,4,2,2077,289,1995,122598.27,131007.55,135024.01,143276.83,151630.99,166774.21,195788.26,204169.08,187011.23,17644,191173.17
77962,29.03253,-96.5023,TX,3262,3,2,2085,5,2008,127425.77,139134.95,145777.77,151025.62,158671.59,174671.73,207487.39,217883.92,200688.33,6294,199671.81
77963,28.65589,-97.40093,TX,5188,3,2,2213,2122,1988,187507.93,187034.69,189793.37,204420.55,225483.65,234870.8,241953.11,244217.59,229824.61,11248,246136.66
77964,29.38023,-96.84301,TX,7850,3,2,2377,1049,1940,189712.68,200244.21,212421.94,224084.78,244403.33,263122.51,297461.42,337071.86,326489.72,15752,331192.79
77975,29.56843,-97.08818,TX,1540,2,2,1808,45,2004,139480.24,147075.98,159400.1,167335.27,180183.85,192620,217358.13,247373.39,237018.59,3425,242526.52
77979,28.60248,-96.6017,TX,16577,3,2,1576,3705,2003,119201.87,124484.93,129203.51,134590.43,144362.56,151636.85,163215.21,175640.62,175183.7,36115,175791.59
77983,28.39874,-96.64049,TX,2251,3,2,1581,1015,1982,112783.02,115579.59,117492.81,120319.55,129797.22,134729.8,152235.58,166578.71,166747.32,4709,162645.96
77984,29.45373,-97.18849,TX,4134,3,2,1817,1613,1951,158809.67,168592.08,178072.55,187722.95,204040.6,217783.24,254791.64,292497.16,286132.4,8607,283372.43
77995,29.20384,-97.08814,TX,11065,3,2,2003,1560,1976,120220.94,124981.04,127292.39,131647.69,143818.06,156196.47,175809.54,196736.74,189233.64,20720,192899.64
78002,29.28305,-98.73652,TX,8776,4,3,2459,840,1958,149313.27,164419.5,178083.41,193315.55,197039.49,216260.53,250705.6,278510,274185.4,21118,273218.56
78003,29.71092,-99.09823,TX,9325,3,3,1986,1819,2006,174138.45,183050.33,195147.05,214400.97,229328.58,245964.31,294431,351034.67,343558.31,20563,346037.94
78006,29.86869,-98.71368,TX,39830,4,3,2964,3214,1998,335858.21,351599.06,369209.62,383394.11,396509.49,421836.93,491856.04,578771.78,586231.14,55612,572737.17
78009,29.36251,-98.88442,TX,7901,3,3,2320,1091,2005,233666.76,245620.8,246894.65,262549.21,286075.15,305445.97,346859.99,396259.28,391325.95,15928,392613.44
78010,29.91122,-99.04698,TX,3948,3,3,2508,482,1974,194430.09,208433.03,229961.32,245251.76,265880.75,289288.61,347992.79,410993.64,401308.86,7483,398770.25
78013,29.97798,-98.90647,TX,5333,3,2,2594,415,1977,259354.56,268995.58,289213,307903.35,331838.78,357336.76,419584.69,489437.37,480779.16,13018,478700.52
78015,29.7439,-98.64785,TX,20928,4,4,3057,5211,1977,370473.7,377819.79,386287.06,393940.95,405748.72,423790.15,484264.83,577693.84,590500.04,15737,585297.81
78016,29.18499,-98.95692,TX,10156,3,2,30339,402,1995,133963.32,143272.38,151662.28,162272.66,173754.46,190255.56,214839.59,240622.72,225689.41,21592,237860.38
78022,28.24222,-98.16421,TX,4636,3,2,1552,1361,1992,197175.04,168357.56,161044.61,158180.04,163864.81,168041.4,181185.54,188250.29,175484.77,10631,192974.12
78023,29.61549,-98.75443,TX,28750,4,3,2977,3616,2001,279547.99,290935.91,299397.81,307457.71,315059.46,329965.62,374877.64,439200.85,447945.39,37125,442250.34
78024,29.9964,-99.48622,TX,1222,4,3,3569,41,1978,315141.06,336044.84,358889.59,381005.22,404520.23,434045.78,517734.65,626104.81,613504.42,3114,620086.6
78025,30.07971,-99.28562,TX,5217,4,4,2791,3,1914,176017.2,191314.16,208542.17,224807.81,239821.8,255680.98,298923.7,347370.73,350045.6,13050,345768.5
78026,28.75573,-98.54754,TX,6634,3,2,1593,2338,1967,143550.92,148228.24,156768.06,171630.21,180175.15,195029.34,219166.81,246408.5,233604.97,11976,244429.87
78028,30.04115,-99.16276,TX,40081,3,3,2500,1960,1915,180481.9,194937.16,210224.07,227060.15,238528.96,254686.16,296511.03,346418.88,346825.17,87093,343368.84
78040,27.51349,-99.50232,TX,37136,4,2,1805,3865,2004,92337.4,95497.24,95227.16,99454.26,105927.47,118306.11,126018.53,123702.73,125554.38,150740,132691.22
78041,27.55489,-99.46889,TX,46751,3,3,2507,5727,1954,160260.89,165566.5,167725.23,173290.56,180171.57,193829.78,208865.96,221352.45,228332.68,143721,228617.13
78043,27.54037,-99.27447,TX,45703,3,3,1915,4158,1966,118650.93,124659.31,126109.06,132300.36,138902.41,147949.76,158978.93,167862.8,173905.82,143532,175962.96
78045,27.83197,-99.65963,TX,67730,3,3,2221,5562,2005,184909.02,189610.78,193004.26,197468.86,204797.3,217379.92,237384.59,257285.95,264544.57,140944,258970.1
78046,27.38371,-99.36803,TX,68418,3,2,1690,5099,1976,114223.9,123162.42,127575.47,133677.57,139970.27,147431.22,161676.11,174284.42,180339.7,222779,183975.16
78052,29.20582,-98.77427,TX,6000,3,2,1579,1725,1996,183046.18,186818.18,197165.32,206897.52,217291.46,231870.08,264249.77,299608.15,288632.84,17832,296796.94
78055,29.8184,-99.31923,TX,1899,3,2,2225,126,2007,174959.53,194266.51,216990.8,250382.62,272896.28,294466.99,359754.67,436470.37,425377.14,3472,423945.83
78056,29.53896,-98.94184,TX,2250,3,3,2346,1653,1994,308462.69,313236.52,318454.78,339630.46,363227.98,386355.7,456157.7,536734.34,540437.64,2260,528799.87
78058,30.13188,-99.59042,TX,827,4,2,2170,33,1980,224202.53,248767.3,262821.25,280555.84,298927.33,325574.04,389741,461914.51,453518.48,2803,449279.54
78059,29.19236,-98.84143,TX,5699,3,2,1544,1843,1977,163424.17,171840.7,185238.39,196348.34,210958.89,232351.29,264801.59,298629.64,283144.19,10826,291652.49
78063,29.68793,-98.91424,TX,9282,3,2,1848,774,1953,181550.36,192253.31,206746.6,225608.13,240293.61,258631.52,308848.57,360497.79,348563.35,18539,349202.63
78064,28.9206,-98.4249,TX,16049,3,2,1769,2186,2008,172987.63,174222.33,181671.22,192365.26,201902.28,214558.22,238627.33,269218.37,262908.96,29888,270053.48
78065,29.08152,-98.64437,TX,10824,3,2,1905,1207,1937,139447.12,143421.77,156692.93,165346.83,174065.76,197402.18,221725.71,245839.3,231110.2,26785,241801.37
78069,29.18973,-98.68045,TX,6542,3,2,1615,14,1997,123610.5,137424.12,147466.3,157563.14,166145.19,181100.73,206059.62,229511.59,219662.31,14151,223037.07
78070,29.89291,-98.40732,TX,17300,4,3,2463,1838,1916,307417.68,325485.34,340617.46,359544.8,378642.35,408042.68,485256.9,583243.33,591817.75,27302,576062.04
78071,28.47756,-98.19733,TX,3730,3,2,1651,2805,2005,166871.58,151118.78,140709.92,137334.83,148633.61,153969.37,166959.97,171988.74,162784.36,6398,170978.14
78073,29.24569,-98.6213,TX,10297,4,3,1886,4920,2008,139504.15,151857.71,167746.51,182033.08,187821.81,208688.3,235817.58,262643.69,256924.89,21661,261716.46
78076,26.93149,-99.13382,TX,13224,3,2,1864,3254,1954,105624.58,106264.56,111351,112987.71,116289.43,124598.94,136039.17,137364.86,121229.4,36943,134207.01
78101,29.34444,-98.23316,TX,9082,4,3,2183,3,2008,254417.93,267681.31,281336.73,295385.22,307753.54,329423.51,380158.77,435689.48,431906.2,15452,431794.94
78102,28.4094,-97.71733,TX,27271,3,2,1808,3340,1967,119192.62,118828.23,121011.22,128757.44,140563.72,151423.86,158872.18,165718.31,151757.54,43657,165050.26
78108,29.57354,-98.22068,TX,44734,4,3,2361,6101,1923,223702.47,231404.01,237574.21,244958.35,250540.68,259319.5,295355.68,348936.03,346020.19,56197,350741.12
78109,29.47977,-98.29295,TX,48745,4,3,1905,5693,1966,141820.84,153228.93,161881.06,171647.89,180477.51,189596.27,217448.59,259659.01,261781.98,99322,264560.04
78112,29.21353,-98.37266,TX,10087,3,2,1655,2060,1898,130950.74,143258.93,153393.75,166440.94,170352.52,184011.33,211196.13,239089.79,230771.05,22492,233724.64
78114,29.12124,-98.19708,TX,22948,3,2,29958,3356,1974,222961.1,233169.92,244706.04,252754.45,262908.12,280766.04,323369.36,368201.45,357850.37,41009,361341.8
78119,28.71739,-97.91187,TX,7068,3,2,1809,2823,2004,118232.85,125439.97,122952.04,131767.2,147762.17,155974.7,164336.31,160125.51,134755.89,11718,153612.56
78121,29.35118,-98.10241,TX,13730,4,3,2293,6,1952,287578.02,299085.31,315532.22,328300.9,337363.06,357463.46,411269.68,479829.06,482161.36,20929,480224.44
78123,29.60056,-98.04236,TX,2528,3,3,2339,2389,1958,334819.73,341415.43,353138.57,363441.52,365842.42,375652.06,434927.89,502764.04,493921.35,5282,500729.84
78124,29.5585,-98.15176,TX,7286,3,2,34470,915,1918,229398.7,243648.71,258131.5,270833.17,279931.09,295349.62,339438.77,390637.63,390838.18,13424,386443.04
78130,29.69224,-98.06877,TX,84510,3,3,1997,4736,1998,201859.9,214237.07,225395.82,234706.62,239848.32,250708.22,291524.58,349299.7,340811.05,154785,349102.66
78132,29.76299,-98.19,TX,36475,4,3,2701,4292,1954,332885.52,345573.5,361101.07,377624.94,393263.33,416715.29,495011.61,600800.87,601396.23,40856,595242.16
78133,29.88119,-98.24624,TX,20835,3,2,1906,2895,2002,202472.94,217372.02,232482.88,247087.15,259311.11,282007.88,343799.17,418342.03,417932.24,37769,407010.5
78140,29.30758,-97.7619,TX,3601,3,2,1790,5,1971,99363.69,103747.89,106365.19,106283,119820.99,125516.11,142355.71,160034.87,146685.18,7060,156076.24
78147,29.07375,-98.08017,TX,1691,3,2,1734,1432,2009,157067.11,160683.05,164035.89,168614.71,166364.05,179562.97,205451.6,231808.2,226352.21,3819,229297.92
78148,29.54331,-98.29609,TX,22580,3,3,2101,6553,2003,152070.36,163085.19,171972.65,181273.54,189930.84,202244.69,230928.01,269493.31,273816.55,47735,269961.84
78152,29.43046,-98.20171,TX,2380,3,2,1840,4002,1953,167056.36,179055.15,191912.35,206592.39,215300.32,226530.73,258485.09,301751.05,301521.57,4508,300294.62
78154,29.54774,-98.26574,TX,39718,4,3,2454,6796,2003,198220.21,207315.69,214486.77,224146.03,229753.12,239628.02,272754.9,322681.59,323636.08,65265,327413.27
78155,29.53305,-97.93832,TX,51656,4,2,1997,5092,1940,176823.24,186637.96,196608.44,204822.12,211496.47,223609.26,255112.09,294928.72,293361.6,110038,295926.29
78160,29.24182,-97.9285,TX,5246,3,2,1717,1792,2006,191509.52,200399.1,212557.53,219646.54,222584.7,245184.7,286839.45,325484.51,305350.28,7693,315181.8
78163,29.7663,-98.44514,TX,14531,4,3,2731,4002,2007,278112.1,289797.5,301729.57,313577.13,325551.07,346706.06,407725.08,476053.78,475606.47,16185,468808.5
78164,28.9792,-97.5188,TX,3592,2,2,1585,25,1924,134187.85,131695.75,132063.59,139034.74,149485.19,158926.66,172138.04,187446,170601.9,7786,185956.25
78201,29.46901,-98.52861,TX,45767,3,2,1520,6361,2001,98185.4,112719.44,129477.65,143519.8,148098.35,161486.46,182160.71,198353.47,191161.68,134100,197937.26
78202,29.42821,-98.46078,TX,10390,3,2,1559,5231,1967,60954.58,75636.33,89321.21,106828.19,120093.19,137312.62,164207.65,182528.55,176403.04,36691,171587.8
78203,29.41513,-98.4593,TX,6034,3,2,1424,5919,2005,60165.39,70602.19,85621.08,109675.43,122906.51,137134.28,163427.84,186734.79,181668.64,21151,179523.68
78204,29.40327,-98.50368,TX,11832,3,3,2456,4850,1957,88503.56,105134.13,120038.39,135014.66,141935.77,156102.99,179025.28,189379.9,178407.18,33828,180799.32
78205,29.42364,-98.48647,TX,1521,4,3,2307,6970,2005,415823.93,454329.55,490128.37,513247.21,524446.86,528589.2,555461.76,631227.88,603741.95,3524,658540.21
78207,29.42223,-98.52545,TX,51062,3,2,1067,4709,2003,57535.07,66447.59,73490.79,82632.97,88442.4,99542.29,116147.46,126289.96,122878.61,156022,126728.25
78208,29.4399,-98.45823,TX,4175,3,2,1605,4095,1964,77723.43,97940.74,113035.16,135979.25,147722.45,160109.84,181950.72,201075.35,196459.57,14139,193897.63
78209,29.48899,-98.45675,TX,42474,3,3,2620,3526,1961,312401.5,329064.86,345931.1,359305.43,362969.75,376886.54,417084.61,458916.23,468305.53,65448,455054.86
78210,29.39597,-98.46433,TX,34005,3,2,1333,5612,1950,84238.61,92740.86,107716.18,127079.2,136028.28,148807.95,172000.9,191480.91,182547.72,106400,190255.43
78211,29.34644,-98.56327,TX,30556,3,2,1272,5550,1948,70195.56,75811.83,84794.28,97926.47,105222.66,117435.32,135155.96,149121.46,144639.38,98560,148753.24
78212,29.46447,-98.49222,TX,27020,3,3,2127,5726,1973,168200.99,193036.25,216340.13,233884.54,234623.11,248420.91,276934.32,299418.78,292693.88,69067,295460.03
78213,29.51745,-98.52358,TX,42767,3,2,1672,5394,1995,116190.89,130348.01,143928.43,156173.37,162477.85,173839.47,193467.14,217792.91,216213.42,117861,220466.97
78214,29.34944,-98.47971,TX,23077,3,2,1371,5138,1946,77598.2,89785.38,101231.97,113546.13,117780.44,129556.06,149625.46,162857.57,153062.22,70825,158044.34
78216,29.53641,-98.48999,TX,43073,3,2,2076,5845,1904,162940.44,177553.86,190179.1,203477.28,210270.8,222923.81,251463.79,285065.83,288025.87,102355,283429.52
78217,29.54073,-98.42097,TX,33130,3,2,1710,6055,1966,130439.14,141116.98,152000.26,162172.53,169525.92,180382.81,204290.58,236052.96,242602.91,93609,238238.2
78218,29.49354,-98.39948,TX,36334,3,2,1834,6144,1961,107575.28,120559.53,131246.76,142788.14,150873.75,161870.35,183216.35,211635.72,212530.13,99830,213125.55
78219,29.44137,-98.38459,TX,16304,3,2,1380,5824,1915,83940.52,94215.03,107950.15,119911.21,126419.54,137155.84,156287.91,180345.3,180202.24,48710,179676.6
78220,29.41308,-98.40152,TX,15808,3,2,1343,6072,1975,70153.14,78167.51,88103.7,99593.11,109697.07,122636.16,142024.94,165566.23,163588.73,57214,165291.04
78221,29.28097,-98.47529,TX,41964,3,2,1500,5919,1993,94479.37,105855.29,119253.85,132892.71,138162.01,149789.23,169324.59,188138.63,180688.32,108631,187393.96
78222,29.3679,-98.38334,TX,23652,3,2,1727,5310,1972,121577.84,131305.19,141284.45,151005.53,159096.07,168680.72,191413.43,224688.22,225760.91,55368,225468
78223,29.31102,-98.38675,TX,54438,3,2,1672,5327,1908,104403.28,115565.2,126220.73,138351.04,146576.9,156304.03,176072.41,201919.96,199123.86,147168,205273.98
78224,29.30831,-98.53751,TX,20306,3,2,1748,6144,1976,108983.53,122731.72,132351.93,141950.31,148350.16,158790.11,180395.8,205117.72,201330.15,58627,203403.74
78225,29.38795,-98.52586,TX,14115,3,2,1331,5947,2003,73190.83,82989.46,93205.38,102990.04,108939.98,119342.25,138014.58,151154.34,144544.94,39947,145552.24
78226,29.38442,-98.56885,TX,7109,4,3,2222,6556,2003,75837.78,87438.94,94215.37,103083.6,109283.94,120294.97,137845.56,157381.78,154035.57,20532,158521.81
78227,29.39654,-98.64019,TX,46350,3,2,1520,6919,1941,88096.48,98817.35,110092.31,121353.91,128928.57,140023.9,158842.55,181793.22,178241.13,141500,185546.94
78228,29.46072,-98.57201,TX,56781,3,2,1534,6093,1964,97343.98,109136.54,121181.86,131997.94,138574.09,150222.27,170365.1,192337.74,188984.89,173814,196819.48
78229,29.5056,-98.57261,TX,34633,3,2,1765,6163,1955,124476.43,133998.37,143965.39,152887.85,157303.87,164928.61,183707.92,210183.89,217928.99,87494,213080.92
78230,29.5455,-98.55571,TX,42892,4,3,2578,5158,1962,213169.73,226222.51,240085.9,251647.97,257864.62,269529.07,301718.89,347806.27,359301.13,88559,353930.86
78231,29.57978,-98.54504,TX,10109,4,3,3004,3117,1978,260543.71,274772.27,289644.63,303163.51,313037.16,326382.57,366929.57,426543.21,439189.07,13240,431948.35
78232,29.58792,-98.47503,TX,36825,4,3,2421,5053,1994,222137.03,234902.66,248734.94,260517.26,267717.83,279902.34,317594.57,366840.34,379147.33,62258,368524.06
78233,29.55483,-98.36323,TX,46281,3,2,1975,6406,1976,129647.63,140105.39,150934.02,161699.09,168823.95,179166.44,203471.72,236609.97,241619.19,111719,238197.38
78237,29.42079,-98.56832,TX,38772,3,2,1377,5680,1968,66937.4,75454.98,83375.91,95657.52,101006.6,114103.37,133773.78,145584.25,138596.77,120478,143155.4
78238,29.47088,-98.61925,TX,25737,3,2,1673,5288,1918,125235.04,135721.99,145949.4,155463.95,163123.37,173349.5,196437.38,227208.74,231768.38,68037,227436.85
78239,29.51664,-98.3625,TX,30482,3,2,1827,5212,1965,124611.65,134844.23,144674.41,154907.16,162865.67,173707.86,199013.16,232897.22,235554.37,74135,232693.28
78240,29.5244,-98.60813,TX,56810,3,3,1826,4646,1984,152734.69,164331.51,174944.21,184027.18,190301.7,200339.26,228218.66,266195.14,270915.85,125422,268955.21
78242,29.35067,-98.60751,TX,34084,3,2,1461,6479,1959,78989.85,90863.98,100455.67,113447.94,121970.75,133628.2,152396.27,175180.1,174112.76,98904,175851.43
78244,29.47702,-98.35075,TX,36233,3,2,1804,5754,2007,120049.05,129495.52,139506.36,150276.35,159947.56,169584.66,194419.59,232654.68,236741.49,78222,233819.3
78245,29.40106,-98.73549,TX,90956,4,3,2195,5580,1970,148004.66,158527.36,167697.78,177976.42,187654.16,197933.08,227712.42,270143.43,271043.66,170611,272239.14
78247,29.58005,-98.41196,TX,50588,3,3,1971,5818,2006,158128.6,169902.33,181715.83,192499.14,200829.05,211231.35,239529.14,280552.93,287722.22,97382,282203.6
78248,29.59022,-98.52553,TX,13840,4,3,2810,5005,1961,308650.73,319305.59,330097.17,340708.93,349773.14,361294.13,404095.67,470382.89,488350.35,16398,478064.62
78249,29.56752,-98.614,TX,59035,3,3,1974,5982,1948,173002.55,184778.8,195639.19,206054.32,213592.87,224808.71,256011.13,299755.43,308012.05,114259,300443.23
78250,29.50341,-98.66668,TX,60101,3,2,1721,6367,1993,135104.41,146435.73,157358.57,166864.04,174991.11,185628.84,211990.65,249173.7,253428.79,117078,247629.11
78251,29.46292,-98.67763,TX,61970,3,3,2123,5854,1962,151511.86,162234.32,170974.3,179888.85,189055.99,199847.3,229704.04,271795.77,275641.98,120693,271973.84
78252,29.34167,-98.69682,TX,14832,3,2,1663,4290,1998,148496.68,157449.41,163017.89,170283.61,178604.14,186917.79,213740.95,254868.22,256704.32,23136,254660.45
78253,29.46899,-98.78885,TX,59752,4,3,2215,5381,1953,227723.19,234907.9,240525.59,247821.68,255777.45,265158.02,303679.5,359527.57,358503.85,80995,359707.14
78254,29.53011,-98.72805,TX,74490,4,3,2117,5375,1949,188272.58,198515.21,207953.01,215894.95,223658.19,233774.51,269011.62,319189.91,320292.72,94961,315531.31
78255,29.64814,-98.66405,TX,17545,4,4,3144,4300,1941,329472.81,338776.04,348812.36,359347.04,369731.88,383494.2,438119.65,521619.77,543292.36,17492,529360.02
78256,29.62272,-98.6262,TX,11554,4,4,3086,4895,2007,369343.7,377748.87,387077.19,394784.13,403684.36,418686.29,474074.38,558910.69,584925.7,16539,569888.99
