zipcode,P_2015,P_2016,P_2017,P_2018,P_2019,P_2020,P_2021,P_2022,P_2023,Net_Income
77026,63323.48,69104.18,71093.82,80997.01,95810.4,112794.42,129560.55,146406.96,147378.48,78988.0
77027,613669.39,602861.96,608800.57,623292.4,641835.7,647362.74,681909.54,727707.67,724866.81,19846.0
77028,68959.37,75806.55,78660.24,86735.03,95792.82,111180.37,133094.95,153653.33,154469.3,62234.0
77029,68252.05,73652.67,81692.42,91296.07,102585.17,114611.66,130929.19,151012.55,153049.84,49267.0
77030,406368.43,405961.22,411930.76,415668.91,413570.38,411281.65,432389.01,458667.4,466735.39,10488.0
77031,138701.48,150963.18,160785.53,166656.44,175650.53,182940.49,204912.19,236073.74,242615.14,42838.0
77032,85136.81,93002.19,99748.72,108904.4,121477.63,130277.26,146801.83,173939.44,179807.3,39524.0
77033,63134.67,69650.61,76236.88,84052.28,97519.88,108403.72,123383.07,143765.0,147300.3,101279.0
77034,113607.5,124337.56,136042.47,144517.52,156305.14,165861.66,186092.5,215804.38,220818.82,94617.0
77035,179675.02,194120.42,200892.0,196921.71,200689.4,205967.2,224379.71,251021.56,255842.48,92024.0
77036,96304.85,103899.21,110244.33,115309.38,121464.15,127244.49,140096.75,162183.11,169814.35,209140.0
77037,100535.34,109353.13,116968.86,122908.47,135570.99,144105.65,161383.09,188658.3,196593.17,52681.0
77038,108252.03,119689.96,128597.25,138969.82,149050.51,157641.66,180330.41,212186.04,218543.68,79006.0
77039,85362.94,96358.48,106566.39,116133.32,127901.01,136932.82,154144.91,182126.6,190401.28,73329.0
77040,149281.52,160649.22,167847.06,175995.34,183802.05,191843.16,217296.43,254621.0,261999.71,111174.0
77041,170786.01,178676.69,182537.89,187826.79,198164.6,207157.33,235894.49,279313.72,286608.92,78129.0
77042,198682.35,206987.3,210909.16,213591.84,214834.69,218261.74,235112.4,262846.48,270191.37,99949.0
77043,230802.93,246963.39,252232.98,260553.39,271206.45,283215.72,314133.95,354242.77,362011.66,60013.0
77044,181563.15,190626.0,195865.41,201271.18,207535.42,214103.97,240145.33,282920.12,286218.24,78081.0
77045,92552.48,103114.34,114539.96,123255.81,137139.66,146141.79,164117.71,191412.82,196533.42,98826.0
77047,135360.46,147063.14,155253.62,163720.38,172947.34,179326.88,202430.71,241355.08,246261.4,73367.0
77048,99597.11,109267.94,121060.1,133362.72,147806.14,159113.39,178011.63,204576.62,210076.21,53325.0
77049,134272.37,144389.72,153308.1,163501.2,172401.13,180292.71,202955.25,238926.78,245429.71,74794.0
77050,79164.32,87309.19,97441.58,110001.49,120491.35,134643.35,154439.87,181032.82,187451.47,13267.0
77051,79544.34,85092.63,91107.61,105083.0,118850.73,129283.47,148871.08,168416.71,169551.51,57009.0
77053,89927.73,101327.91,111054.63,121746.48,134091.16,143944.17,162195.26,190752.86,197647.95,91853.0
77054,119467.78,131500.22,139284.59,141761.18,140278.3,137544.41,139792.92,151186.51,157319.72,45633.0
77055,417608.94,430039.58,427281.14,436718.53,444512.56,451502.96,483100.83,525699.82,538657.03,89757.0
77056,595157.95,585646.57,565572.95,553496.35,552121.87,548377.6,566217.81,602710.82,607748.81,25437.0
77057,246261.5,252574.2,251724.46,249913.89,247774.1,241658.15,252855.27,271870.76,280688.82,72532.0
77058,148630.52,157341.11,166250.68,179611.2,187883.16,193754.64,213152.36,243762.96,250223.59,35379.0
77059,292809.63,303305.65,308048.66,316661.05,327159.77,336881.26,376548.56,427797.41,439931.89,17925.0
77060,90947.65,100665.31,109211.63,118062.46,128235.35,137092.11,155095.67,183535.31,192986.26,118498.0
77061,118796.51,128802.47,137922.06,147796.5,161419.29,172742.95,195224.68,223762.31,225717.49,66108.0
77062,181765.13,195054.17,206706.04,218711.66,226677.3,236088.11,263528.89,300912.03,306429.34,38908.0
77063,183349.16,191454.91,193491.71,193560.08,195201.68,196288.66,211320.17,233099.7,241511.86,86736.0
77064,154057.8,164958.6,170873.64,177749.54,187150.74,195811.85,223100.94,264299.59,269103.36,101061.0
77065,160642.1,172760.71,178503.19,185572.72,194714.52,205252.6,235065.27,277082.53,284047.89,78899.0
77066,131984.42,142723.55,148942.15,156952.18,167057.07,175785.6,200319.06,240544.2,245791.87,84826.0
77067,108492.4,121213.17,129977.85,138756.76,148820.45,157431.57,180564.58,212285.86,217506.82,95663.0
77068,191475.94,199984.05,205107.24,210487.61,219745.65,228045.51,262902.73,311938.44,315090.48,24425.0
77069,222188.58,227086.28,230364.11,233165.65,237886.51,243766.57,277355.86,324781.89,330492.3,33007.0
77070,175468.33,185531.02,190421.69,196604.19,205114.04,213531.3,242673.98,286439.34,291586.3,96200.0
77071,123161.56,137414.73,148129.86,157294.84,167270.07,176730.12,200383.91,231232.04,236476.98,73301.0
77072,97068.03,108970.5,119164.94,128280.67,139190.31,146473.76,165238.41,198270.04,206493.66,186132.0
77073,132879.61,143011.97,148766.66,156468.44,166434.96,174392.86,200662.47,241003.97,242072.63,112671.0
77074,111168.28,124626.99,132875.1,137465.67,146764.93,154470.47,173754.25,200424.43,209084.53,105144.0
77075,131098.74,141896.89,152893.5,164148.56,174840.27,184563.13,207448.32,242789.37,248605.34,98372.0
77076,93372.67,102164.77,108963.96,117639.91,130826.85,142450.67,157788.45,184493.23,191415.01,93092.0
77077,294525.25,302434.45,303629.84,300979.56,301042.86,301433.02,327234.82,365962.11,373253.57,110173.0
77078,72121.0,80869.07,88994.47,96257.68,109957.47,123124.63,140932.36,164065.42,169579.0,47763.0
77079,468123.74,462891.13,458324.8,433944.33,436818.96,451841.67,496954.32,557659.98,588219.55,44383.0
77080,216541.72,231722.24,235675.48,244630.88,251061.29,258418.27,286494.28,320122.5,326040.28,110119.0
77081,173182.18,179717.53,183745.55,184400.31,188748.12,191965.39,209231.44,232168.62,240314.05,131916.0
77082,148725.65,158886.51,167461.06,177167.11,184417.93,190308.92,213658.0,249134.96,255585.4,144266.0
77083,137301.54,150492.98,160853.85,170652.55,180533.91,188252.38,214305.3,254124.88,260581.6,206043.0
77084,150282.39,161698.1,168185.8,173451.66,182589.9,191187.78,219787.17,264213.93,268240.29,232912.0
77085,116828.78,128751.21,137425.73,147552.21,157290.8,165271.24,185108.08,220124.25,229032.74,49510.0
77086,108590.45,121918.99,130729.59,139796.34,151551.83,159668.38,181622.96,214476.34,221770.05,79325.0
77087,94364.87,101663.85,112553.4,121297.75,135461.42,144877.09,162211.2,187980.3,190357.2,100149.0
77088,101097.32,113445.36,121925.54,130498.34,140065.53,149123.13,171116.02,205640.89,213786.76,158573.0
77089,147153.93,160036.04,171689.61,183055.19,194445.76,202926.63,227229.41,259471.11,261738.28,110115.0
77090,136869.54,145546.83,152664.86,159707.69,168553.48,177943.65,205801.9,247028.34,249431.61,117031.0
77091,114043.98,122941.09,130367.09,141129.57,159013.07,172323.74,194586.56,223840.69,232564.56,83363.0
77092,162779.92,181127.49,189347.9,197975.32,203694.28,211946.95,235712.31,266488.59,272178.19,88682.0
77093,76493.02,82044.31,88019.25,99595.13,111774.3,123743.87,140449.3,163319.67,166957.51,137238.0
77094,388434.95,389409.12,383058.65,384324.73,389587.85,396481.83,436875.64,495906.85,515199.2,10756.0
77095,197672.92,206193.99,209898.37,217099.01,225326.04,234352.78,269514.31,321155.2,326553.78,117768.0
77096,361165.62,358360.93,351504.84,325600.27,323169.67,326447.94,351243.66,385957.71,398350.62,62898.0
77098,561931.39,549055.62,543265.44,553881.81,567446.58,574331.69,607475.88,646674.07,650418.92,19081.0
77099,107029.96,119116.1,128585.75,138480.05,148314.05,155923.29,175653.25,210099.67,216719.14,148636.0
77301,138240.31,147196.26,154045.16,162307.66,172266.65,181187.8,204508.31,239685.14,242801.97,84397.0
77302,185296.46,192940.27,196417.47,198824.67,210103.24,222208.46,257094.63,298654.8,297899.46,35649.0
77303,153136.39,165541.76,173319.69,180260.75,190798.93,200585.25,230712.97,271020.24,272373.27,41202.0
77304,222696.98,230737.92,232739.17,236771.1,241776.04,249522.89,281254.76,328868.82,326585.14,50776.0
77306,137671.04,142693.55,148414.17,156579.45,167730.86,181462.82,215612.98,249380.29,245647.03,33239.0
77316,274557.64,285319.54,284704.78,290917.74,299002.46,311313.09,358198.69,427832.92,437447.77,34056.0
77318,203184.58,217602.07,222067.21,228722.01,236654.97,243589.35,275797.77,323294.77,320838.25,29224.0
77320,140249.62,149594.06,156155.83,165160.95,176062.14,188428.31,210717.61,241012.32,240705.48,53690.0
77327,118585.58,128399.65,140547.01,148452.88,159266.6,172446.84,195219.6,212731.48,209926.12,48838.0
77328,146076.08,154738.8,160942.01,166468.57,175238.44,191019.67,223660.08,252971.39,249638.14,34822.0
77331,149109.94,153838.55,156876.4,162948.56,177576.27,190960.53,234144.03,268711.3,258272.76,13925.0
77338,129147.16,139982.81,147594.82,156309.88,164864.68,172986.11,197729.21,237852.55,239666.37,103436.0
77339,181925.75,191707.62,196867.92,204117.52,209925.76,214448.72,241590.61,284568.77,290399.65,58992.0
77340,159440.05,169897.43,177769.07,187740.77,198255.07,211891.75,236741.58,272809.69,269885.79,59598.0
77345,277044.91,284531.53,283912.15,283020.52,286501.42,290414.8,326147.52,380856.36,393234.58,25231.0
77346,197858.71,208740.82,214266.05,221949.83,228182.13,235048.03,265702.75,315329.11,316524.92,87246.0
77351,116601.44,116576.07,121838.05,127895.62,134799.08,143833.11,163963.01,185636.9,181670.94,60500.0
77355,231477.97,244160.84,248016.21,256203.19,265951.65,280550.99,322129.5,371672.43,371024.2,44140.0
77356,233183.94,241922.74,243324.26,248475.36,253391.82,262945.18,303527.81,364272.14,366192.02,42757.0
77357,169031.37,181401.5,189760.95,195861.61,205917.04,216793.77,249220.86,286012.32,282148.38,56494.0
77358,195099.0,210185.5,216908.52,227059.49,243147.82,261015.4,302306.1,347972.45,334705.78,10799.0
77360,112591.36,109446.38,112722.71,118570.99,123461.67,129022.24,147155.02,169667.46,162956.05,12692.0
77362,230196.09,239774.76,245098.71,255771.51,266991.38,277847.39,320785.96,379628.16,377596.04,10051.0
77364,132814.85,139226.87,138458.39,146741.41,155610.6,165760.91,200156.07,226652.78,224584.87,5207.0
77365,199773.18,208502.29,214372.18,221367.58,226861.09,231974.01,258130.16,300010.19,298690.57,69160.0
77371,110541.55,122591.46,120019.77,120064.79,133921.24,145567.97,174404.75,194126.91,181805.75,16339.0
77372,136624.36,149909.22,157986.59,165452.92,177392.42,187916.85,214142.3,244722.08,243252.24,25505.0
77373,134214.17,144417.22,152577.41,160934.93,170169.41,177551.26,202986.8,244110.83,247023.08,125556.0
77375,208052.62,218719.75,222639.16,230104.46,238117.87,246974.29,281378.87,336593.5,339556.67,89411.0
77377,253874.34,260266.41,261524.22,267761.08,274878.68,285261.11,325657.67,388040.57,394726.99,48505.0
77378,135017.85,150570.63,156856.18,164477.0,171966.27,182503.12,207426.15,239651.47,237630.28,40016.0
77379,230506.66,237180.51,238735.93,244586.71,252181.48,260594.71,297413.12,354533.82,359505.15,112440.0
77380,242181.86,241370.43,237931.98,242946.07,247678.54,256919.41,296284.62,355018.79,363223.88,43593.0
77381,333372.68,329179.32,321213.57,324113.43,328860.43,340420.46,389411.84,462035.12,479669.65,38722.0
77382,360145.49,353872.96,344996.11,346812.72,354690.93,367182.77,413731.97,494784.91,514967.49,31905.0
77384,295161.95,292905.75,289459.27,291592.0,298052.97,307684.45,347183.31,408165.17,417039.46,26659.0
77385,215693.83,223215.72,225491.43,230094.62,237223.64,246696.94,280751.01,335106.61,333145.49,38833.0
77386,231284.68,236479.38,238595.97,244898.65,251430.76,260360.39,298220.72,354647.05,356365.96,67631.0
77388,180448.9,188747.0,192503.08,199716.75,207682.71,216088.01,248008.1,294847.47,296791.26,79686.0
77389,321886.06,320407.18,312924.28,316464.4,323826.3,335073.21,382506.82,454156.76,461566.45,41916.0
77396,150377.57,161221.36,168238.83,177413.26,185844.93,193289.8,218013.18,259494.1,261123.88,107779.0
77401,847819.27,848899.58,836025.85,821736.0,810249.01,793883.62,846027.39,922662.02,964938.05,13924.0
77406,269298.66,276572.86,276740.62,280639.1,282386.23,288654.85,334380.1,403049.08,409380.9,54057.0
77407,236543.09,249504.36,252107.54,256357.58,259375.55,266205.29,309640.64,375795.0,379723.33,79257.0
77414,138180.5,148301.2,153746.39,163324.77,163090.17,170043.59,183759.44,201634.34,199195.32,46131.0
77417,124180.33,134902.54,148068.28,160864.53,175600.98,187683.0,210162.29,235347.32,235818.49,4829.0
77418,212666.03,227786.3,238931.57,250134.76,260745.91,272315.25,309442.53,362797.06,362806.66,20696.0
77422,138457.36,151698.99,164465.61,171662.0,181566.39,193987.08,208870.07,225835.98,225262.29,24848.0
77426,251072.55,271834.25,292069.29,315892.01,328545.72,354250.79,424472.96,500314.43,503260.92,5003.0
77429,230494.24,239389.82,243057.99,249369.49,257132.13,265622.7,306049.76,366485.82,371690.16,112440.0
77430,188715.32,203356.35,209672.09,223973.3,236136.86,247941.88,285833.61,323797.6,319735.83,3957.0
77433,273805.67,279222.96,278777.7,283571.05,290657.19,301056.04,347467.06,418856.89,425596.6,114121.0
77434,80485.51,87532.65,89115.6,95995.8,102390.92,112717.39,130377.88,126644.27,125278.79,12307.0
77435,171577.95,185890.99,197490.54,203656.44,217684.76,240761.1,263922.32,293416.64,289770.21,10101.0
77437,120828.86,130876.33,133778.11,139370.93,151961.52,163218.27,175166.65,191374.45,189897.59,44192.0
77447,197037.15,206540.14,211739.12,215785.76,225041.75,232616.21,261903.22,308258.5,305009.57,30714.0
77449,151032.57,163981.26,170701.62,178898.51,186724.25,194306.53,223289.63,273262.44,274389.97,257998.0
77455,147524.29,160729.21,168660.59,174275.86,188835.58,207449.25,224478.25,243268.67,242494.43,3781.0
77459,261725.87,273211.09,275876.37,278953.05,280299.97,284740.24,321558.99,379745.88,386196.05,93588.0
77461,165689.72,179837.41,196849.2,209445.41,223495.73,236383.25,266071.65,300593.32,305465.15,22221.0
77465,123965.24,135341.43,139891.06,147705.68,147753.19,153510.63,167639.17,181249.65,178452.79,16041.0
77469,207702.35,220556.81,226113.96,232181.61,236786.88,243428.66,277838.93,332717.04,334937.26,87199.0
77471,147253.65,158295.19,168145.0,177134.38,184770.51,193429.64,221632.1,263382.98,267422.21,98077.0
77474,198736.29,213402.19,222260.94,233495.1,243321.93,256661.39,286553.19,326983.46,327474.36,30358.0
77477,158175.42,170331.71,180039.84,188827.9,199575.81,208107.25,232540.24,269604.21,275861.93,78528.0
77478,288176.03,297356.67,299501.63,302285.31,306696.57,310978.08,341604.29,392843.53,406080.21,36429.0
77479,371692.34,376744.59,372855.06,374229.75,373203.47,375774.83,416951.76,491882.56,509551.99,86492.0
77480,137131.43,150311.4,160046.8,168008.86,180740.91,187263.84,206934.18,231116.24,226719.22,13582.0
77482,159535.8,169548.2,175410.25,182757.96,182737.53,191466.8,209197.58,229645.16,219197.13,4072.0
77486,147622.51,159119.71,170686.75,179166.34,195762.76,203706.52,219215.96,243686.51,245613.99,13329.0
77488,107223.83,117817.96,125168.1,130758.22,142669.27,154512.75,167432.77,183381.44,179793.02,34389.0
77489,114682.1,128772.74,138493.63,147714.57,159026.67,169224.83,192289.68,224785.74,230556.21,101216.0
77493,220669.17,232470.1,237091.64,242039.18,246267.52,250794.01,287548.55,348675.27,348205.36,55193.0
77494,324287.52,321896.29,316498.14,320464.57,323809.52,330947.17,381345.91,463206.78,475322.87,98367.0
77498,189532.45,203131.01,209364.06,217152.17,222476.18,229246.39,258453.04,307243.95,316889.97,96788.0
77502,105406.41,117440.46,126833.09,137156.56,147235.12,156467.91,176236.22,202087.56,204684.16,90775.0
77503,99616.73,110887.96,120825.07,132456.66,142600.7,150760.12,168944.55,194170.96,199759.75,55265.0
77504,140934.44,151653.23,160489.06,173105.91,185981.4,196730.41,218385.62,247106.47,252430.18,54380.0
77505,180819.27,193650.14,203787.65,216867.95,227379.87,237155.16,262227.04,298330.14,303760.81,40534.0
77506,75117.44,84502.89,92716.61,104022.69,116427.96,127330.1,143295.42,162745.78,165692.97,93219.0
77510,166611.07,183511.08,198516.87,209576.87,220635.34,239963.62,271627.03,308842.55,304490.97,25140.0
77511,161087.87,173112.4,184430.22,195508.99,205502.47,214653.84,239762.86,272267.97,276144.79,97062.0
77514,167859.39,172929.49,175122.29,181185.82,191328.57,203537.13,222498.36,239542.65,244170.9,9827.0
77515,141021.19,152959.56,165213.1,174080.49,184234.9,192018.39,207398.12,228517.33,229181.62,54017.0
77518,116249.27,126585.24,136419.7,148594.81,154479.92,163421.96,180959.97,208104.53,209820.09,25428.0
77520,83547.06,91523.28,99648.33,111219.45,122312.47,130161.68,145852.19,168563.28,168726.81,88050.0
77521,146109.35,156466.0,167206.51,177557.2,187449.61,196158.72,217512.71,251703.89,254128.39,106301.0
77523,228883.8,242326.61,252641.78,266319.44,276906.87,289813.73,323335.25,357956.33,355170.36,28158.0
77530,103357.34,113963.25,125118.25,136536.26,147100.09,155236.74,174476.07,203883.02,209968.17,73471.0
77531,126526.71,138437.04,151239.15,158233.81,170560.0,179928.3,194352.41,209967.81,211712.91,31000.0
77532,154044.63,164810.16,176371.34,186693.35,196403.89,205480.81,228609.2,264863.75,267409.18,53914.0
77534,159340.02,170248.75,182987.7,192113.29,205331.34,214683.3,232199.47,254770.77,252092.76,4846.0
77535,171611.03,187979.6,204418.2,217007.18,228041.93,238794.5,267778.13,297187.15,303173.53,56859.0
77536,157008.37,168257.81,179373.09,191330.23,201749.42,210922.08,232627.61,263748.63,267180.48,54933.0
77539,161431.64,174819.75,186755.52,194789.81,203219.15,215471.13,241083.96,275754.23,277095.83,83960.0
77541,120088.0,128173.15,134338.06,143837.82,155582.37,166089.12,184159.23,207482.33,200124.05,36980.0
77545,160186.85,172770.57,180591.35,191727.82,200850.77,208714.5,238593.73,283346.45,283990.3,56828.0
77546,226141.2,240778.94,252329.8,262644.47,271575.28,286045.82,322673.8,371618.21,377819.75,70432.0
77547,71387.19,78412.61,83926.43,90080.51,105016.95,120533.71,135365.54,154388.1,160272.27,23255.0
77550,139717.88,153325.07,169129.07,185254.22,194176.33,210089.22,256601.43,314213.61,321556.66,65209.0
77551,129053.15,138689.32,153287.56,162460.63,170562.31,184255.37,216874.99,263753.33,271900.26,52326.0
77554,303896.99,320904.17,330357.3,340714.79,355565.23,377582.08,469300.43,577515.01,569107.83,12990.0
77562,115137.32,122377.19,132480.95,145760.93,156561.3,164321.87,182863.03,212581.83,218433.66,21564.0
77563,139985.55,149382.36,162044.62,173197.44,182925.63,199950.9,230434.85,260945.62,251232.63,21750.0
77565,237777.98,254420.25,266902.8,282083.63,290810.68,300214.51,339384.62,387403.54,387544.46,12049.0
77566,167185.32,180390.57,191186.96,200346.18,208285.94,217449.96,232187.01,253679.33,259488.61,46023.0
77568,125416.9,137841.07,153435.1,166927.26,175407.2,191956.43,215339.83,242172.35,237763.93,42599.0
77571,141407.44,152987.75,164927.88,176041.4,185767.02,194521.93,214944.13,245679.44,248077.06,65475.0
77573,230793.31,245998.46,256525.49,267344.43,275925.35,286747.18,320485.18,366579.39,371597.81,107432.0
77575,126023.48,136541.0,146419.56,155994.75,163044.02,169925.78,188566.09,207042.26,208963.11,28787.0
77578,271392.38,287067.14,294379.89,303859.43,308831.72,314729.43,349554.02,408589.22,413218.26,27543.0
77581,216336.24,232023.3,240462.73,251983.77,262292.4,271061.92,299529.67,346457.57,354023.59,69131.0
77583,215895.46,228340.55,236417.21,242709.13,248406.67,253544.71,282077.38,331677.84,329006.21,51121.0
77584,234386.7,248976.61,255719.6,263509.83,269507.09,275361.28,307011.76,359075.0,366963.9,105369.0
77586,212722.18,229113.07,238845.29,251064.94,260296.51,268937.66,297941.53,339983.86,345793.2,34410.0
77587,90142.68,98680.15,110765.91,120983.53,130314.09,139824.71,157712.97,185857.89,191278.66,44160.0
77590,97022.97,107448.23,117846.77,127813.92,133304.02,146615.86,165081.09,187275.72,183635.17,75376.0
77591,119133.28,129915.28,142391.25,154365.85,162774.2,176313.73,195403.55,224478.13,223043.16,38641.0
77598,132903.27,144948.49,155468.37,165548.2,176315.96,186110.03,210525.59,243688.1,249279.89,58643.0
77611,141209.06,146912.64,154174.74,162005.18,174016.48,187058.15,197305.25,205584.97,201603.56,16308.0
77612,141226.77,142630.73,148639.12,156166.82,165334.73,178713.27,203589.0,223291.7,209716.5,14531.0
77619,106373.89,106551.11,113746.46,120015.15,135496.31,148116.54,157145.55,166869.59,164687.52,31643.0
77622,158878.29,167015.14,177664.48,186371.53,198266.13,209167.62,219713.99,230602.02,225176.81,2646.0
77625,147741.92,149534.76,150504.53,160037.96,175136.87,186891.59,196417.73,207389.96,194742.8,16024.0
77627,135103.63,138918.8,144155.14,152179.13,164363.25,172394.61,182732.34,195269.45,193886.71,41308.0
77632,152634.0,156332.84,161357.42,169517.51,181283.0,196596.34,208263.47,216266.94,209594.21,34505.0
77640,60941.4,63486.33,63903.65,71579.42,78770.01,86011.83,90954.12,95029.96,96948.56,42151.0
77642,71419.66,73796.24,78544.69,84778.56,93033.74,97758.46,102993.63,103217.48,100991.62,90333.0
77650,230970.66,243820.7,247049.77,256317.47,263960.28,278195.8,338335.12,448192.81,444754.67,4581.0
77651,147077.5,150975.51,156927.64,165338.55,176640.01,189624.42,200893.16,214186.86,216326.78,21393.0
77656,121062.68,124030.0,126306.47,135510.63,147080.23,156405.65,161118.03,168492.33,159349.93,34662.0
77657,183375.49,188594.86,195199.67,202701.59,218040.77,228851.94,242840.22,260807.51,264876.18,34661.0
77659,154530.14,160524.09,164561.18,164504.79,186228.63,208081.35,224973.29,244135.5,243614.1,7511.0
77662,119757.06,123789.3,129731.79,137078.55,149849.86,165847.03,172931.54,175841.83,164361.81,49418.0
77664,116970.26,123717.43,132447.38,138216.91,146046.96,162646.11,183164.56,203148.98,188335.25,4836.0
77665,156901.67,163877.68,173954.6,181171.61,191010.58,199035.26,213375.11,227942.06,226874.37,13521.0
77701,53690.15,52516.23,52778.81,61400.08,72238.81,76008.14,79889.32,76546.46,75476.72,42742.0
77702,99816.77,97772.87,100422.42,111901.62,123953.4,129533.62,133350.59,139943.89,135521.08,8278.0
77703,44690.06,44966.83,44255.64,53898.96,60236.07,62026.1,66177.66,65324.04,70113.22,45178.0
77705,88043.48,88079.55,88408.47,96843.45,106597.7,111676.2,114597.93,113484.47,108245.77,65798.0
77706,166749.94,165922.31,170455.66,179854.69,186901.17,195549.4,208166.63,223140.23,221448.81,50441.0
77707,114114.58,115566.93,121099.19,131016.39,138990.64,145841.2,155468.94,166656.38,166363.88,38541.0
77708,101723.85,103272.44,108124.06,115854.82,126512.87,136301.21,143928.61,151423.16,151944.52,33175.0
77713,172110.37,172137.2,179375.71,179742.26,194347.99,211560.69,221596.64,237280.9,234424.76,22923.0
77801,112365.61,125430.82,141458.73,153025.43,155910.47,160103.35,173794.43,195030.52,206333.81,40151.0
77802,157239.39,172865.75,186781.3,193404.36,197741.88,205026.44,220542.57,244268.55,257581.7,50998.0
77803,98050.65,108291.25,121065.39,132300.5,136610.99,143629.16,156299.24,174970.63,185632.0,85853.0
77807,191552.8,207800.7,217842.52,223298.94,224525.43,230073.86,247383.26,273863.23,283872.05,23168.0
77808,248865.26,267475.87,283064.56,292620.35,298410.41,306980.98,335880.01,376889.66,393980.4,22893.0
77830,244513.88,274707.16,297680.85,310065.96,333578.44,358025.95,421661.96,504343.17,490317.67,5629.0
77831,123808.91,137510.22,152717.52,161384.87,171108.35,187525.44,228276.13,272519.48,268392.29,6723.0
77833,184103.52,197531.78,204756.44,214240.16,225793.99,240303.92,272365.92,315103.59,310986.55,57923.0
77835,248754.9,265499.82,284052.68,301449.87,317304.07,343288.04,405293.7,471580.52,470549.0,4727.0
77836,160937.71,178045.12,182330.36,201658.29,210165.69,223960.78,261257.1,286003.08,278447.65,24158.0
77840,179743.15,193644.47,207080.68,216662.07,210099.44,210220.93,225502.5,251541.72,270804.28,88622.0
77845,236430.7,254195.27,267933.99,274454.63,273697.77,276375.03,295487.8,330106.24,347828.88,88169.0
77856,211467.26,244466.33,258987.02,266964.02,270657.99,280693.78,308592.37,337144.66,314679.26,9021.0
77859,99411.22,116244.78,127312.72,142566.06,150090.91,153724.49,166977.73,176411.41,156020.55,18847.0
77861,212281.43,239328.5,267553.38,278695.25,295809.38,318922.35,380445.58,442974.52,435011.86,4809.0
77864,121678.3,125137.47,128242.73,134389.94,138506.37,150410.84,179510.04,217274.9,220012.5,20829.0
77868,137776.26,152634.38,166608.91,170382.14,179792.35,188170.42,216893.63,247484.21,243992.78,33081.0
77871,152756.58,164499.69,171427.65,176977.18,187497.95,206779.0,234186.3,273250.29,272504.05,7304.0
77872,172132.79,181735.8,187614.91,197032.86,203092.0,219174.53,263886.7,318418.53,326661.49,3415.0
77873,201841.61,218473.52,228916.33,235078.69,250437.55,268736.38,317320.92,366071.85,362036.5,2747.0
77879,113907.78,119536.41,125137.83,138625.21,149558.83,159801.69,181736.17,189809.07,178961.72,10914.0
77880,240230.47,260163.39,278789.28,300065.2,314649.39,345438.78,406912.65,469946.46,459066.45,4197.0
77954,129616.53,133853.8,129307.84,138281.27,152186.36,159444.65,174557.21,187516.79,182499.11,22150.0
77957,122598.27,131007.55,135024.01,143276.83,151630.99,166774.21,195788.26,204169.08,187011.23,17644.0
77962,127425.77,139134.95,145777.77,151025.62,158671.59,174671.73,207487.39,217883.92,200688.33,6294.0
77963,187507.93,187034.69,189793.37,204420.55,225483.65,234870.8,241953.11,244217.59,229824.61,11248.0
77964,189712.68,200244.21,212421.94,224084.78,244403.33,263122.51,297461.42,337071.86,326489.72,15752.0
77975,139480.24,147075.98,159400.1,167335.27,180183.85,192620.0,217358.13,247373.39,237018.59,3425.0
77979,119201.87,124484.93,129203.51,134590.43,144362.56,151636.85,163215.21,175640.62,175183.7,36115.0
77983,112783.02,115579.59,117492.81,120319.55,129797.22,134729.8,152235.58,166578.71,166747.32,4709.0
77984,158809.67,168592.08,178072.55,187722.95,204040.6,217783.24,254791.64,292497.16,286132.4,8607.0
77995,120220.94,124981.04,127292.39,131647.69,143818.06,156196.47,175809.54,196736.74,189233.64,20720.0
78002,149313.27,164419.5,178083.41,193315.55,197039.49,216260.53,250705.6,278510.0,274185.4,21118.0
78003,174138.45,183050.33,195147.05,214400.97,229328.58,245964.31,294431.0,351034.67,343558.31,20563.0
78006,335858.21,351599.06,369209.62,383394.11,396509.49,421836.93,491856.04,578771.78,586231.14,55612.0
78009,233666.76,245620.8,246894.65,262549.21,286075.15,305445.97,346859.99,396259.28,391325.95,15928.0
78010,194430.09,208433.03,229961.32,245251.76,265880.75,289288.61,347992.79,410993.64,401308.86,7483.0
78013,259354.56,268995.58,289213.0,307903.35,331838.78,357336.76,419584.69,489437.37,480779.16,13018.0
78015,370473.7,377819.79,386287.06,393940.95,405748.72,423790.15,484264.83,577693.84,590500.04,15737.0
78016,133963.32,143272.38,151662.28,162272.66,173754.46,190255.56,214839.59,240622.72,225689.41,21592.0
78022,197175.04,168357.56,161044.61,158180.04,163864.81,168041.4,181185.54,188250.29,175484.77,10631.0
78023,279547.99,290935.91,299397.81,307457.71,315059.46,329965.62,374877.64,439200.85,447945.39,37125.0
78024,315141.06,336044.84,358889.59,381005.22,404520.23,434045.78,517734.65,626104.81,613504.42,3114.0
78025,176017.2,191314.16,208542.17,224807.81,239821.8,255680.98,298923.7,347370.73,350045.6,13050.0
78026,143550.92,148228.24,156768.06,171630.21,180175.15,195029.34,219166.81,246408.5,233604.97,11976.0
78028,180481.9,194937.16,210224.07,227060.15,238528.96,254686.16,296511.03,346418.88,346825.17,87093.0
78040,92337.4,95497.24,95227.16,99454.26,105927.47,118306.11,126018.53,123702.73,125554.38,150740.0
78041,160260.89,165566.5,167725.23,173290.56,180171.57,193829.78,208865.96,221352.45,228332.68,143721.0
