zipcode,P_2015,P_2016,P_2017,P_2018,P_2019,P_2020,P_2021,P_2022,P_2023,Net_Income
79015,168486.17,175459.55,180983.6,186760.95,192756.42,200462.24,225164.17,254453.34,262244.57,35924.0
79019,115282.7,121600.69,123062.73,128830.12,137333.06,143721.26,168521.6,185762.78,178262.32,3145.0
79029,114614.05,119617.75,129253.6,148550.34,146014.54,151475.99,162429.83,172560.01,169742.55,31395.0
79035,85373.91,89530.14,90581.8,94986.75,97821.23,104905.08,122492.95,129827.19,123508.14,9592.0
79036,98357.05,104712.62,103820.08,108809.38,113304.51,115804.23,125419.54,133962.76,130401.7,7871.0
79041,83741.09,87514.63,87892.19,86583.21,88090.88,98420.51,106731.98,111017.86,103002.66,6552.0
79042,83766.88,89916.81,93463.31,97919.34,104599.92,114312.59,130684.83,143965.03,138308.49,1775.0
79045,77138.24,78771.05,82235.95,90475.13,99914.97,118368.42,140455.94,149997.45,148622.5,45514.0
79065,75361.27,73905.19,69550.99,66412.44,70266.33,72329.23,77757.83,81188.64,82261.87,35978.0
79068,112716.68,116276.45,120791.58,128956.8,134732.58,141740.76,155925.26,168771.17,169593.33,4382.0
79072,78789.2,80630.52,82197.45,85907.78,90040.4,97115.92,103668.62,115799.17,112419.27,58248.0
79086,103801.51,101881.92,113798.68,125311.4,123551.1,134433.32,139208.12,136255.02,134275.92,3281.0
79088,51200.12,54844.69,55828.35,62980.49,65501.24,73208.26,79820.01,91582.8,84979.47,11453.0
79101,56865.43,60415.22,62136.27,64817.39,67824.79,71549.46,82807.96,94403.57,99262.47,7250.0
79102,86080.4,90413.82,94213.76,98402.03,103323.13,108568.15,121675.78,136576.8,140399.43,25630.0
79103,79084.24,82940.39,87816.38,93028.13,96636.28,102913.77,117763.85,133289.6,143283.17,27422.0
79104,51177.54,53375.85,53976.26,57585.23,61840.53,67648.57,77385.75,88964.42,95872.67,21793.0
79106,97314.42,101141.3,105360.4,108668.74,112062.47,117112.3,131265.78,149459.59,157066.19,66048.0
79107,49888.66,52319.44,54552.23,57818.2,61230.46,66428.37,77849.96,89636.68,95994.56,96662.0
79108,106155.83,111221.34,116054.53,122824.32,130579.15,138427.4,157661.63,179140.75,183152.96,25986.0
79109,143190.12,148797.4,153323.78,156938.03,159990.6,166951.1,187391.33,215001.42,222775.9,90547.0
79110,95876.78,100182.09,105351.57,108887.32,112880.34,117981.13,132696.46,151546.23,159051.41,42393.0
79118,160975.42,166655.41,169966.68,172311.52,176468.88,182934.33,206561.22,237245.87,243844.31,44402.0
79119,244744.09,251198.99,256834.62,261845.86,267381.13,275161.0,306109.28,348962.27,360277.73,23468.0
79121,186605.08,195399.04,199445.09,202852.0,205483.68,212251.53,235455.77,271196.89,277118.74,9425.0
79124,244055.26,253536.06,258389.5,268620.75,276794.99,285214.04,315751.13,362034.06,368905.52,13974.0
79201,57199.12,62268.57,59930.71,62757.82,68954.71,75031.66,86534.24,95606.12,92045.37,12327.0
79311,91905.11,98060.93,100489.68,107290.45,111512.8,122990.27,136271.3,149463.74,149905.8,6638.0
79316,100601.21,106423.12,101873.68,99527.0,105345.84,116854.08,113846.26,112612.19,101282.29,23289.0
79322,59929.26,60162.1,60973.7,66495.62,73154.64,73116.03,75631.91,72937.51,65308.36,4531.0
79325,113230.2,123583.95,121837.29,120542.0,123798.42,130746.81,151652.2,169697.97,161167.34,3425.0
79329,134025.91,134977.22,150393.89,160202.76,157148.08,167325.92,184624.44,206150.73,212771.32,5913.0
79331,77232.52,82143.34,81210.29,82696.09,87425.61,96900.72,105279.06,101678.63,91956.31,22159.0
79336,110583.36,114452.03,116739.62,121433.07,130177.74,137655.68,145221.14,152008.1,148629.98,33355.0
79343,72195.6,73090.42,70516.21,75370.52,84849.45,86628.01,87353.94,85212.59,82434.1,3319.0
79358,132401.05,141014.92,150931.74,152297.31,163656.25,178224.07,201765.06,227526.4,225167.94,2452.0
79360,162148.59,167118.02,167698.02,173572.44,178822.19,184576.17,196403.71,211287.68,207347.03,26428.0
79363,172555.42,172493.56,188670.27,202120.42,202392.33,211873.86,233541.45,258592.02,259187.68,10646.0
79366,218011.69,219521.29,244676.17,270719.95,272334.13,282684.52,309244.01,348333.33,356426.84,1327.0
79382,112999.45,130576.08,168058.31,189636.51,196230.79,203114.38,236791.95,263689.1,268080.57,15216.0
79401,94184.31,94991.24,103727.06,113883.74,114075.44,119743.77,135428.07,151886.91,156613.85,16237.0
79403,61459.47,60615.03,62426.09,69718.19,72987.65,79704.71,88413.67,97229.12,100135.28,49572.0
79404,57120.41,58812.93,61774.29,66645.1,65308.46,69947.75,79703.73,89218.41,92881.3,30670.0
79407,130281.49,131922.11,146072.84,156169.59,154198.86,161328.75,181095.38,206445.1,211067.9,50372.0
79410,106742.46,110493.3,124791.12,133613.46,128944.73,133782.6,152699.1,175334.1,182557.82,19073.0
79411,59914.17,60512.99,70579.15,75484.53,74224.43,78483.06,92818.27,106351.86,111162.91,23587.0
79412,74435.63,74648.93,83370.48,90274.0,87941.88,92921.73,106162.93,121326.08,126330.8,46374.0
79413,118794.99,122119.31,136032.0,146226.33,140651.65,146836.18,165082.83,188550.26,192644.5,48363.0
79414,93194.55,95722.69,107292.21,114919.69,111743.42,118330.36,133925.98,152500.94,157331.96,50705.0
79415,61133.95,62113.14,67293.32,71707.72,71315.04,76371.2,85376.2,98605.75,104219.64,52098.0
79416,128825.56,130268.0,144287.01,154423.06,148189.46,152966.44,171885.73,197833.08,203745.96,72316.0
79423,153408.77,154188.81,168242.58,177825.36,169348.1,175856.49,195682.49,221823.41,227958.08,72027.0
79424,201207.5,198606.2,213909.14,222161.16,214415.12,220898.37,244833.96,277889.36,284904.07,71354.0
79501,75978.77,84881.02,82715.77,84894.73,89702.86,96457.43,101216.94,110781.46,117676.77,7137.0
79504,100949.64,109269.22,107276.43,115415.21,122358.3,130005.43,139078.13,148346.63,136696.58,6042.0
79508,144292.47,147112.35,151622.29,159054.65,162700.45,169496.18,194430.09,213115.51,218362.02,2579.0
79510,107487.12,119940.69,122916.65,132979.29,140504.15,149718.84,166930.64,179890.38,172500.57,17131.0
79511,151847.81,153104.22,139642.08,150349.83,161695.82,174352.56,179724.16,182954.32,180407.14,2144.0
79520,67589.23,70350.64,64544.16,72072.15,74190.14,73994.73,74718.03,81055.9,83560.38,4794.0
79525,129202.9,146257.16,145875.45,153132.84,165836.53,178486.67,205770.27,234044.2,227532.1,6140.0
79526,136163.87,146503.21,145102.39,142882.4,145405.92,153825.2,170780.05,180338.05,161714.84,1745.0
79536,88439.59,96922.65,100089.83,104114.79,105600.43,109515.92,129785.6,148321.46,151351.37,10408.0
79545,92595.08,94880.05,98868.75,105197.31,111140.86,113603.88,126834.64,133637.59,133211.07,3748.0
79549,101687.04,101579.88,97361.76,98309.1,101900.94,107579.21,115227.82,118898.37,115213.01,25787.0
79553,74477.71,80667.77,75813.81,77738.6,80500.31,85537.95,86344.78,91565.2,80193.37,7925.0
79556,95392.08,100783.07,99079.32,97553.48,103214.82,107641.91,115045.7,115932.0,107592.07,28969.0
79562,228726.91,236202.35,244111.11,254345.19,262770.85,273219.86,307460.27,348897.96,354127.0,6309.0
79563,63900.47,68806.85,66838.71,69556.91,71019.71,76956.29,89538.68,99762.3,99655.81,3615.0
79567,50123.02,49084.11,51180.87,56934.06,58376.06,61708.46,66552.69,72448.54,62523.04,7512.0
79601,110032.29,115316.02,118721.26,125607.17,130300.52,137793.01,155705.01,174258.93,180810.92,43096.0
79602,155097.98,160698.95,164891.62,172723.05,178045.99,183594.46,203350.85,231233.8,238668.01,44833.0
79603,68778.98,70974.39,73381.95,79519.44,83148.87,90548.94,105207.13,117049.02,123315.5,67323.0
79605,93676.36,98590.07,102367.3,108973.77,112055.15,118776.24,134093.8,149471.91,156647.76,76622.0
79606,179656.11,184927.61,189549.49,196495.95,200769.48,206186.79,227438.23,258850.41,266908.76,48833.0
79701,144689.82,139407.5,137814.07,151910.4,177513.62,189293.21,185105.22,185526.57,181533.9,67074.0
79703,156318.54,152539.04,150168.72,164247.1,192714.11,206547.43,203562.26,204704.7,204731.93,40097.0
79705,250863.78,239724.54,240061.03,264612.18,297111.3,308241.11,304087.69,313543.2,318070.55,58492.0
79706,258309.9,250601.75,253185.65,278032.32,314703.66,331951.25,324394.71,328424.57,331125.92,45830.0
79707,295598.23,281512.58,281202.0,309096.44,345811.33,354428.79,349555.82,362644.74,369917.28,46942.0
79714,148514.5,161062.76,164874.2,169527.46,186298.33,205482.46,218550.08,224965.29,211798.23,27264.0
79720,136423.08,132620.33,119198.34,126186.0,143583.0,155831.83,156328.44,151626.3,140428.12,53298.0
79731,96986.92,106107.72,110985.87,127900.86,138576.44,147377.74,165085.45,176591.65,169294.3,7597.0
79745,53454.82,61043.26,64557.93,69766.93,87676.35,109124.0,126557.24,125373.28,105341.48,11746.0
79758,241264.94,243430.07,239411.13,254971.63,296498.73,328412.88,346161.89,347831.49,340502.12,4195.0
79761,120034.59,122859.12,121699.17,131763.78,159040.92,178755.99,174384.44,168585.71,166634.6,64666.0
79762,161198.79,162067.47,158838.25,168040.83,194288.08,213434.26,210963.47,210138.64,213523.13,72862.0
79763,123270.27,126342.48,123544.41,133281.3,162250.01,183762.62,179745.54,174197.18,168946.3,78680.0
79764,146304.53,148828.47,144373.18,153774.37,181195.07,203637.79,199048.07,193018.0,189717.9,49139.0
79765,250356.44,246136.02,235814.17,242288.23,275682.6,296946.13,297848.38,298381.27,300536.96,16451.0
79766,202755.29,203124.13,199734.29,210736.61,241776.8,267449.1,269019.22,263071.4,254292.86,15694.0
79772,116406.02,125358.52,123711.63,135352.71,153850.94,176801.1,197967.93,211501.2,162859.35,23205.0
79782,150393.69,145841.69,148426.74,164136.5,195288.48,214808.82,218162.18,219073.0,202431.25,7208.0
79821,109914.17,115617.04,119460.99,120494.46,123286.07,130861.77,149573.04,174607.53,188512.71,15035.0
79830,162851.64,166810.82,167886.05,175941.33,183780.11,193474.75,222100.7,254168.08,242442.16,13327.0
79836,113083.95,109988.85,112519.44,113016.73,117754.73,124579.96,139051.29,158708.04,168701.92,20343.0
79838,84361.3,82099.94,84449.31,88188.55,94112.13,102502.24,115700.52,127298.39,130988.61,28624.0
79849,83318.31,84178.13,86765.52,86442.78,95924.88,103348.97,117005.94,132176.29,145856.3,48590.0
79901,69551.5,72068.94,72279.85,72149.73,72428.08,81099.19,94168.01,102917.22,113842.32,48289.0
79902,153857.86,157547.02,162583.75,166700.18,171219.67,180546.02,205061.66,234136.91,246615.11,62002.0
79903,91081.07,95045.53,99010.29,102370.78,105290.72,113382.72,129724.85,145166.96,153725.45,59770.0
79904,96944.65,98171.23,102221.76,103366.96,104669.13,113669.31,131726.51,151614.21,163614.45,92505.0
79905,80365.62,83800.79,86520.83,86883.46,90078.38,96261.25,109555.52,122689.4,131983.87,89820.0
79907,93515.6,96027.25,100308.38,101578.73,104045.77,111231.51,126647.19,142791.45,156222.72,184936.0
79911,231646.53,232342.43,233269.13,233628.7,238391.53,247713.74,279539.73,329880.14,350978.91,5577.0
79912,175288.28,176966.61,182756.19,186165.07,190156.79,199505.81,226544.62,261930.85,280414.53,170804.0
79915,89722.36,92144.2,96574.15,98025.06,99475.45,106865.58,123382.55,139180.02,148313.91,131598.0
79922,220823.53,221201.5,231268.17,235973.71,240441.37,252384.24,284199.41,327019.42,354558.45,15818.0
79924,95460.9,97444.54,103283.49,105119.92,107978.61,117139.79,135541.67,156136.08,168894.33,176934.0
79925,133079.72,136887.53,141531.29,143285.22,144578.73,153795.72,174618.43,196677.57,210073.68,108925.0
79927,106084.19,109090.01,111753.3,113734.35,117163.57,123968.99,141126.17,163950.52,177091.44,129618.0
79928,147361.1,149221.97,152734.7,155297.04,159313.48,166034.52,188692.01,222905.48,235769.72,162337.0
79930,92201.32,95634.13,99443.1,100753.23,105362.61,113333.84,130551.11,147902.2,157735.59,88252.0
79932,176934.86,179033.62,183000.01,185882.25,189696.92,198709.5,226266.56,265277.04,284235.96,64695.0
79934,138851.74,140395.78,144044.67,146709.51,149589.8,157418.79,179247.74,211339.4,227529.7,52143.0
79935,137056.9,139848.83,145683.58,146447.51,149132.47,156838.38,176646.79,203449.85,217041.27,47940.0
79936,120197.98,122715.88,126302.68,128403.43,132271.22,140227.0,159298.83,184177.53,199986.1,301052.0
79938,152465.94,154321.52,157476.85,158927.83,161457.96,168526.59,190903.5,224579.16,238718.81,180180.0
