zipcode,latitude,longitude,state,population,Net_Income,bedroom_number,bathroom_number,living_space,land_space,Year,Price
78073,29.25,-98.62,TX,10297,21661,4,3,1886,4920,2020,208688.3
78076,26.93,-99.13,TX,13224,36943,3,2,1864,3254,2020,124598.94
78101,29.34,-98.23,TX,9082,15452,4,3,2183,3,2020,329423.51
78102,28.41,-97.72,TX,27271,43657,3,2,1808,3340,2020,151423.86
78108,29.57,-98.22,TX,44734,56197,4,3,2361,6101,2020,259319.5
78109,29.48,-98.29,TX,48745,99322,4,3,1905,5693,2020,189596.27
78112,29.21,-98.37,TX,10087,22492,3,2,1655,2060,2020,184011.33
78114,29.12,-98.2,TX,22948,41009,3,2,29958,3356,2020,280766.04
78119,28.72,-97.91,TX,7068,11718,3,2,1809,2823,2020,155974.7
78121,29.35,-98.1,TX,13730,20929,4,3,2293,6,2020,357463.46
78123,29.6,-98.04,TX,2528,5282,3,3,2339,2389,2020,375652.06
78124,29.56,-98.15,TX,7286,13424,3,2,34470,915,2020,295349.62
78130,29.69,-98.07,TX,84510,154785,3,3,1997,4736,2020,250708.22
78132,29.76,-98.19,TX,36475,40856,4,3,2701,4292,2020,416715.29
78133,29.88,-98.25,TX,20835,37769,3,2,1906,2895,2020,282007.88
78140,29.31,-97.76,TX,3601,7060,3,2,1790,5,2020,125516.11
78147,29.07,-98.08,TX,1691,3819,3,2,1734,1432,2020,179562.97
78148,29.54,-98.3,TX,22580,47735,3,3,2101,6553,2020,202244.69
78152,29.43,-98.2,TX,2380,4508,3,2,1840,4002,2020,226530.73
78154,29.55,-98.27,TX,39718,65265,4,3,2454,6796,2020,239628.02
78155,29.53,-97.94,TX,51656,110038,4,2,1997,5092,2020,223609.26
78160,29.24,-97.93,TX,5246,7693,3,2,1717,1792,2020,245184.7
78163,29.77,-98.45,TX,14531,16185,4,3,2731,4002,2020,346706.06
78164,28.98,-97.52,TX,3592,7786,2,2,1585,25,2020,158926.66
78201,29.47,-98.53,TX,45767,134100,3,2,1520,6361,2020,161486.46
78202,29.43,-98.46,TX,10390,36691,3,2,1559,5231,2020,137312.62
78203,29.42,-98.46,TX,6034,21151,3,2,1424,5919,2020,137134.28
78204,29.4,-98.5,TX,11832,33828,3,3,2456,4850,2020,156102.99
78205,29.42,-98.49,TX,1521,3524,4,3,2307,6970,2020,528589.2
78207,29.42,-98.53,TX,51062,156022,3,2,1067,4709,2020,99542.29
78208,29.44,-98.46,TX,4175,14139,3,2,1605,4095,2020,160109.84
78209,29.49,-98.46,TX,42474,65448,3,3,2620,3526,2020,376886.54
78210,29.4,-98.46,TX,34005,106400,3,2,1333,5612,2020,148807.95
78211,29.35,-98.56,TX,30556,98560,3,2,1272,5550,2020,117435.32
78212,29.46,-98.49,TX,27020,69067,3,3,2127,5726,2020,248420.91
78213,29.52,-98.52,TX,42767,117861,3,2,1672,5394,2020,173839.47
78214,29.35,-98.48,TX,23077,70825,3,2,1371,5138,2020,129556.06
78216,29.54,-98.49,TX,43073,102355,3,2,2076,5845,2020,222923.81
78217,29.54,-98.42,TX,33130,93609,3,2,1710,6055,2020,180382.81
78218,29.49,-98.4,TX,36334,99830,3,2,1834,6144,2020,161870.35
78219,29.44,-98.38,TX,16304,48710,3,2,1380,5824,2020,137155.84
78220,29.41,-98.4,TX,15808,57214,3,2,1343,6072,2020,122636.16
78221,29.28,-98.48,TX,41964,108631,3,2,1500,5919,2020,149789.23
78222,29.37,-98.38,TX,23652,55368,3,2,1727,5310,2020,168680.72
78223,29.31,-98.39,TX,54438,147168,3,2,1672,5327,2020,156304.03
78224,29.31,-98.54,TX,20306,58627,3,2,1748,6144,2020,158790.11
78225,29.39,-98.53,TX,14115,39947,3,2,1331,5947,2020,119342.25
78226,29.38,-98.57,TX,7109,20532,4,3,2222,6556,2020,120294.97
78227,29.4,-98.64,TX,46350,141500,3,2,1520,6919,2020,140023.9
78228,29.46,-98.57,TX,56781,173814,3,2,1534,6093,2020,150222.27
78229,29.51,-98.57,TX,34633,87494,3,2,1765,6163,2020,164928.61
78230,29.55,-98.56,TX,42892,88559,4,3,2578,5158,2020,269529.07
78231,29.58,-98.55,TX,10109,13240,4,3,3004,3117,2020,326382.57
78232,29.59,-98.48,TX,36825,62258,4,3,2421,5053,2020,279902.34
78233,29.55,-98.36,TX,46281,111719,3,2,1975,6406,2020,179166.44
78237,29.42,-98.57,TX,38772,120478,3,2,1377,5680,2020,114103.37
78238,29.47,-98.62,TX,25737,68037,3,2,1673,5288,2020,173349.5
78239,29.52,-98.36,TX,30482,74135,3,2,1827,5212,2020,173707.86
78240,29.52,-98.61,TX,56810,125422,3,3,1826,4646,2020,200339.26
78242,29.35,-98.61,TX,34084,98904,3,2,1461,6479,2020,133628.2
78244,29.48,-98.35,TX,36233,78222,3,2,1804,5754,2020,169584.66
78245,29.4,-98.74,TX,90956,170611,4,3,2195,5580,2020,197933.08
78247,29.58,-98.41,TX,50588,97382,3,3,1971,5818,2020,211231.35
78248,29.59,-98.53,TX,13840,16398,4,3,2810,5005,2020,361294.13
78249,29.57,-98.61,TX,59035,114259,3,3,1974,5982,2020,224808.71
78250,29.5,-98.67,TX,60101,117078,3,2,1721,6367,2020,185628.84
78251,29.46,-98.68,TX,61970,120693,3,3,2123,5854,2020,199847.3
78252,29.34,-98.7,TX,14832,23136,3,2,1663,4290,2020,186917.79
78253,29.47,-98.79,TX,59752,80995,4,3,2215,5381,2020,265158.02
78254,29.53,-98.73,TX,74490,94961,4,3,2117,5375,2020,233774.51
78255,29.65,-98.66,TX,17545,17492,4,4,3144,4300,2020,383494.2
78256,29.62,-98.63,TX,11554,16539,4,4,3086,4895,2020,418686.29
78257,29.64,-98.58,TX,9201,11807,4,4,4258,3351,2020,576914.47
78258,29.64,-98.49,TX,47072,59565,4,3,3160,5406,2020,348472.97
78259,29.63,-98.42,TX,25691,36711,4,3,2713,5966,2020,292360.17
78260,29.7,-98.49,TX,34038,36936,4,3,2848,4409,2020,360686.25
78261,29.69,-98.4,TX,23992,26929,4,3,2776,5128,2020,320723.35
78263,29.35,-98.31,TX,4806,8893,4,2,2434,9,2020,281013.71
78264,29.2,-98.51,TX,12899,34597,3,2,1767,1006,2020,190058.53
78332,27.72,-98.13,TX,27274,67495,3,2,1881,3082,2020,132733.37
78336,27.94,-97.19,TX,12365,26272,3,2,1789,3601,2020,188957.93
78343,27.62,-97.77,TX,4594,9004,3,2,1733,2715,2020,126728.92
78358,28.07,-97.04,TX,987,7257,2,2,1765,2433,2020,202669.51
78362,27.87,-97.2,TX,10789,22186,3,2,1549,3956,2020,170424.93
78363,27.44,-97.86,TX,29415,64932,4,3,2030,4605,2020,115396.03
78368,28.11,-97.81,TX,8586,23923,3,2,1541,972,2020,126896.97
78370,27.94,-97.6,TX,4857,11687,3,2,1905,3624,2020,195311.3
78372,28,-98.1,TX,5261,12751,3,2,1519,2322,2020,191703.03
78374,27.89,-97.29,TX,19737,32554,4,3,2119,5505,2020,212235.06
78377,28.34,-97.18,TX,3272,8688,2,2,1512,2367,2020,118439.65
78382,28.11,-97.06,TX,18702,36415,3,2,1943,3661,2020,236975.01
78383,28.08,-97.94,TX,5057,7103,3,2,1875,553,2020,182728.88
78387,28.08,-97.55,TX,9791,23025,3,2,1547,3010,2020,150216.35
78390,28,-97.36,TX,5737,15578,3,2,1845,3365,2020,155457.74
78393,28.18,-97.35,TX,2194,5166,3,2,1441,2238,2020,144531.05
78401,27.8,-97.4,TX,4660,9340,4,3,2354,2508,2020,119995.99
78402,27.82,-97.41,TX,233,917,1,1,617,2008,2020,77585.07
78404,27.77,-97.4,TX,15650,39968,3,2,2012,6289,2020,141375.4
78405,27.77,-97.44,TX,14194,48429,2,1,956,4202,2020,83277.11
78407,27.81,-97.45,TX,2033,7469,3,1,941,6999,2020,98696.83
78408,27.8,-97.44,TX,10294,35007,3,2,1515,4448,2020,96874.96
78409,27.82,-97.51,TX,2312,6781,3,2,1292,7580,2020,161603.39
78410,27.84,-97.59,TX,27623,48433,3,2,1917,5172,2020,197011.17
78411,27.73,-97.39,TX,24194,68176,3,2,1764,5571,2020,166025.54
78412,27.7,-97.34,TX,41071,86302,3,2,1986,5145,2020,166090.38
78413,27.68,-97.4,TX,36989,76213,4,3,2161,6002,2020,213200.84
78414,27.66,-97.37,TX,46133,59896,4,3,2359,5549,2020,245520.23
78415,27.65,-97.49,TX,41583,114287,3,2,1828,5055,2020,152173.13
78416,27.75,-97.44,TX,15030,46456,3,2,1010,5644,2020,101626.49
78417,27.74,-97.47,TX,4400,13505,3,2,1274,5509,2020,148638.04
78418,27.53,-97.29,TX,30015,59205,3,3,1891,4661,2020,226532.57
78501,26.22,-98.24,TX,60855,167076,3,3,1926,5262,2020,128084.39
78503,26.16,-98.25,TX,20444,63452,3,3,2599,4821,2020,120062.03
78504,26.28,-98.24,TX,60740,109596,4,3,2649,5383,2020,178319.32
78516,26.14,-98.12,TX,33963,99032,3,2,1713,5285,2020,101959.85
78520,25.97,-97.55,TX,60592,187042,3,2,2085,4605,2020,109917.99
78521,25.95,-97.32,TX,88791,296007,3,3,1926,3633,2020,99154.81
78526,26,-97.45,TX,58713,130550,4,3,2425,6233,2020,138873.46
78537,26.17,-98.06,TX,51216,142612,3,2,1627,2893,2020,85348.22
78538,26.37,-97.97,TX,10557,35710,3,2,1536,2740,2020,81049.08
78539,26.28,-98.18,TX,36531,74808,4,3,2294,5075,2020,162140.53
78541,26.45,-98.29,TX,45675,111366,3,3,2074,4982,2020,132349.32
78542,26.44,-98.09,TX,84606,188099,3,3,1942,3762,2020,124074.93
78543,26.3,-98.01,TX,8421,29558,4,2,2134,4838,2020,65085.83
78549,26.49,-98.02,TX,1109,3315,0,0,2400,0,2020,56179.55
78550,26.25,-97.66,TX,54486,143984,3,3,2259,4841,2020,114522.65
78552,26.2,-97.75,TX,41382,81494,3,3,2143,3013,2020,137585.55
78557,26.11,-98.25,TX,13939,49066,3,2,1998,5521,2020,127057.67
78559,26.15,-97.83,TX,12819,33932,3,2,1722,4151,2020,94114.05
78560,26.26,-98.5,TX,4417,14865,3,3,2091,2574,2020,97060.12
78566,26.14,-97.42,TX,24551,59131,4,3,2378,2830,2020,123274.07
78570,26.17,-97.91,TX,33221,106119,3,2,1548,5679,2020,78239.44
78572,26.2,-98.36,TX,76645,190657,3,3,2366,4676,2020,126420.56
78573,26.3,-98.3,TX,42523,113965,4,3,2538,3356,2020,138070.74
78574,26.31,-98.37,TX,63660,166189,3,3,2241,4158,2020,120347.3
78575,26.03,-97.55,TX,5077,11064,4,4,3252,276,2020,167903.28
78576,26.33,-98.47,TX,12748,35681,3,3,2400,1,2020,89510.48
78577,26.17,-98.19,TX,79128,222153,3,3,2031,5400,2020,106133.21
78578,26.05,-97.31,TX,10551,31684,3,2,1629,3180,2020,153332.08
78580,26.5,-97.75,TX,13429,33207,3,2,1852,3842,2020,88313.7
78582,26.54,-98.74,TX,44583,109630,3,3,2544,3496,2020,110202.91
78583,26.28,-97.47,TX,5952,16348,3,3,2062,2093,2020,123696.34
78586,26.11,-97.65,TX,48726,146451,3,2,1770,2537,2020,95222.32
78589,26.15,-98.16,TX,39881,124791,3,2,1603,5646,2020,112902.14
78593,26.27,-97.82,TX,4857,17646,3,2,1640,12,2020,92334.16
78595,26.31,-98.54,TX,7272,17690,3,3,1779,2218,2020,68359.65
78596,26.11,-98,TX,36852,99703,3,3,2138,4200,2020,106592.73
78602,30.13,-97.33,TX,32646,58312,4,3,2093,3716,2020,255885.35
78605,30.77,-98.05,TX,6955,10477,3,2,1887,4944,2020,286132.43
78606,30.09,-98.46,TX,6890,12279,3,2,2047,1826,2020,362805.7
78609,30.76,-98.45,TX,1966,4596,3,2,1799,730,2020,264773.08
78610,30.08,-97.84,TX,41681,57101,4,3,2095,5185,2020,281051.96
78611,30.79,-98.27,TX,12938,28520,3,3,2175,1540,2020,272595.32
78612,30.09,-97.49,TX,20508,28784,3,2,2192,9,2020,278436.61
78617,30.15,-97.6,TX,28690,57600,3,3,1783,4085,2020,220563.23
78619,30.11,-98.03,TX,6274,5438,4,4,2935,246,2020,589124.94
78620,30.22,-98.13,TX,18564,24815,4,3,2867,2432,2020,491214.57
78623,29.96,-98.22,TX,1132,2349,3,3,2024,4,2020,328517.59
78624,30.29,-98.87,TX,23084,50117,3,3,2996,1843,2020,388367.67
78626,30.67,-97.6,TX,37235,57363,3,3,1979,5424,2020,260263.51
78628,30.64,-97.75,TX,39391,46846,4,3,2523,5374,2020,346938.94
78629,29.48,-97.45,TX,12011,29492,3,2,1757,2389,2020,169796.06
78631,30.35,-99.31,TX,3020,5911,3,2,2011,25,2020,266485.45
78633,30.74,-97.75,TX,26507,33138,3,2,2199,5062,2020,342566.06
78634,30.56,-97.54,TX,38529,49777,4,3,2062,6024,2020,247386.31
78638,29.66,-97.8,TX,1978,4224,3,2,1946,800,2020,265779.8
78639,30.66,-98.46,TX,7999,17017,3,3,2148,3091,2020,332381.65
78640,30,-97.82,TX,63902,111814,3,2,1979,5764,2020,230793.4
78642,30.69,-97.94,TX,18347,21407,4,3,2414,4108,2020,344207.49
78644,29.87,-97.67,TX,20119,42232,3,2,1841,3734,2020,205422.7
78645,30.45,-97.97,TX,14360,19789,3,3,2340,3655,2020,312446.18
78648,29.7,-97.64,TX,7803,18453,3,2,1705,1654,2020,175847.31
78650,30.31,-97.22,TX,2539,2650,4,3,2358,21,2020,304452.24
78652,30.13,-97.86,TX,5014,8089,3,3,2038,2942,2020,354358.92
78653,30.34,-97.52,TX,30955,44040,4,3,2112,5417,2020,234061.55
78654,30.57,-98.21,TX,18833,42540,3,3,2152,3414,2020,310181
78655,29.82,-97.84,TX,3696,6337,3,2,1610,2,2020,261530.71
78656,29.9,-97.81,TX,2624,6103,3,2,1802,2711,2020,234391.47
78657,30.53,-98.38,TX,6810,11341,4,4,2934,2763,2020,452838.81
78659,30.21,-97.13,TX,2855,6226,3,2,1729,11,2020,301253.5
78660,30.44,-97.6,TX,110569,153354,4,3,2370,6575,2020,275712.96
78662,29.94,-97.44,TX,2552,4315,3,2,3214,51,2020,292322.83
78663,30.42,-98.31,TX,696,1447,3,2,2608,93,2020,498625.5
78664,30.5,-97.65,TX,60152,114168,4,3,2066,5498,2020,251590.49
78666,29.88,-97.98,TX,83858,192490,3,3,1992,5258,2020,246832.98
78669,30.43,-98.13,TX,10730,15801,4,3,2859,1546,2020,506945.83
78672,30.88,-98.49,TX,825,2313,3,2,1623,959,2020,158068.48
78676,30.04,-98.15,TX,15241,25049,3,3,2450,1159,2020,385028.22
78681,30.54,-97.72,TX,57451,69173,4,3,2569,5919,2020,340188.06
78701,30.27,-97.74,TX,9560,11900,2,2,1630,481,2020,621971.31
78702,30.26,-97.71,TX,24830,58884,3,2,1433,4932,2020,467707.14
78703,30.29,-97.77,TX,22111,24300,3,3,2598,4783,2020,993643.97
78704,30.24,-97.77,TX,49854,95227,3,3,1704,3549,2020,606516.49
78705,30.29,-97.74,TX,32506,37015,2,2,1049,1135,2020,400087.02
78719,30.14,-97.67,TX,1856,5049,3,2,2220,5,2020,259700.91
78721,30.27,-97.68,TX,10728,32149,3,2,1488,4543,2020,345024.66
78722,30.29,-97.71,TX,5938,14082,2,2,1334,4987,2020,459713.06
78723,30.3,-97.69,TX,36114,74485,3,3,1878,5353,2020,409637.51
78724,30.29,-97.61,TX,25936,65190,4,3,1987,5953,2020,245500.77
78725,30.24,-97.61,TX,9082,18541,3,2,1562,5434,2020,218067.94
78726,30.43,-97.84,TX,13414,23869,4,4,3176,4113,2020,480583.76
78727,30.43,-97.72,TX,29991,44560,3,3,1928,6317,2020,361525.29
78728,30.46,-97.69,TX,25359,52550,3,2,1749,5307,2020,310304.17
78729,30.46,-97.76,TX,30907,55960,3,2,1899,4713,2020,329848.56
78730,30.36,-97.84,TX,9455,7811,3,3,2967,4099,2020,698758.74
78731,30.35,-97.77,TX,26506,33742,3,3,2624,3039,2020,737386.27
78733,30.32,-97.88,TX,9500,9196,4,4,3696,508,2020,729998.48
78734,30.38,-97.95,TX,21625,30662,3,3,2726,3024,2020,467595.34
78736,30.25,-97.95,TX,9481,13701,3,3,2201,2720,2020,425542.87
78737,30.19,-97.96,TX,24783,16987,4,4,3402,2911,2020,520615.77
78741,30.23,-97.71,TX,46147,144487,3,2,1325,4918,2020,316828.16
78744,30.18,-97.73,TX,48524,126390,3,3,1866,5230,2020,251586.99
78745,30.21,-97.8,TX,62277,135741,3,2,1498,5146,2020,336976.6
78746,30.3,-97.81,TX,28017,26853,4,4,3856,1499,2020,1085501.65
78747,30.13,-97.74,TX,20698,38311,3,3,1979,5259,2020,281595.07
78748,30.16,-97.82,TX,53501,90212,3,3,1895,5304,2020,318724.36
78749,30.21,-97.86,TX,35933,45777,3,3,2109,6450,2020,403846.15
78750,30.42,-97.8,TX,29559,40121,3,3,2278,4596,2020,443731.09
78751,30.31,-97.72,TX,15856,36614,3,2,1604,5752,2020,496356.32
78752,30.33,-97.7,TX,21178,51592,3,2,1463,6117,2020,337518.7
78753,30.38,-97.67,TX,58805,142781,3,2,1656,5433,2020,275126.55
78754,30.36,-97.64,TX,29690,47054,4,3,1911,5572,2020,270558.57
78756,30.32,-97.74,TX,9314,13283,3,3,1908,4098,2020,582841.48
78757,30.35,-97.73,TX,25547,38484,3,2,1612,5698,2020,485433.11
78758,30.39,-97.71,TX,50717,116974,3,2,1526,5331,2020,307929.15
78759,30.4,-97.76,TX,44978,62423,3,3,2152,3901,2020,498373.84
78801,29.36,-99.88,TX,21435,56664,3,2,1922,2361,2020,143961.63
78834,28.55,-99.87,TX,7316,19854,3,2,1866,1509,2020,111238.55
78839,28.71,-99.76,TX,7796,23063,3,1,1129,6028,2020,67358.19
78840,29.74,-100.92,TX,46970,120332,3,2,28162,2664,2020,156900.63
78852,28.83,-100.32,TX,56746,148956,3,2,1648,4453,2020,150375.99
78861,29.42,-99.16,TX,13272,27538,3,2,1614,1058,2020,198938.51
78872,28.91,-99.88,TX,1014,4266,4,2,1900,12,2020,69943.94
78933,29.77,-96.34,TX,1357,2260,2,2,1787,16,2020,376125.41
78934,29.7,-96.57,TX,6626,14218,3,3,2428,988,2020,210171.16
78940,29.93,-96.67,TX,2164,3654,3,2,2136,1774,2020,417615.39
78941,29.74,-97.16,TX,3076,6147,3,2,2027,704,2020,300319.13
78942,30.17,-96.93,TX,9627,19591,4,3,2407,3641,2020,224203.88
78945,29.92,-96.89,TX,10570,20302,3,2,2298,533,2020,267249.68
78946,30.19,-96.77,TX,955,2224,2,2,1775,13,2020,365304.36
78947,30.42,-97.04,TX,4589,8507,4,3,2620,705,2020,295779.08
78950,29.91,-96.49,TX,2166,2928,3,3,2488,24,2020,365524.88
78953,29.86,-97.35,TX,930,1987,3,2,1900,40,2020,380722.62
78954,30.05,-96.7,TX,1245,1956,4,4,3254,11,2020,646042.14
78956,29.68,-96.93,TX,5436,11741,3,2,2199,342,2020,275335.04
78957,30.01,-97.17,TX,9685,18979,3,2,1790,2462,2020,240405.25
78962,29.67,-96.74,TX,4801,8891,3,2,2580,1501,2020,217208.49
79007,35.67,-101.41,TX,13915,23236,3,2,1591,6268,2020,76390.78
79015,34.95,-101.9,TX,22493,35924,3,2,2112,2576,2020,200462.24
79019,34.98,-101.39,TX,1914,3145,3,2,1344,0,2020,143721.26
79029,35.9,-102.03,TX,15875,31395,3,2,1654,5725,2020,151475.99
79035,34.68,-102.79,TX,5434,9592,2,1,1398,0,2020,104905.08
79036,35.6,-101.55,TX,5035,7871,3,2,1623,1460,2020,115804.23
79041,34.04,-101.93,TX,2821,6552,4,3,2612,8000,2020,98420.51
79042,34.75,-101.89,TX,1203,1775,4,2,528,3265,2020,114312.59
79045,34.9,-102.51,TX,18634,45514,3,2,2179,4257,2020,118368.42
79065,35.52,-100.9,TX,19538,35978,3,1,1598,6009,2020,72329.23
79068,35.34,-101.45,TX,3253,4382,3,2,1800,5147,2020,141740.76
79072,34.17,-101.74,TX,25831,58248,3,2,2794,4219,2020,97115.92
79086,36.14,-101.79,TX,3023,3281,3,2,1848,1800,2020,134433.32
79088,34.57,-101.69,TX,5213,11453,3,2,2290,2940,2020,73208.26
79101,35.21,-101.84,TX,2335,7250,2,2,2108,7000,2020,71549.46
79102,35.2,-101.85,TX,9898,25630,3,2,1850,5809,2020,108568.15
79103,35.18,-101.8,TX,10758,27422,3,2,1204,6155,2020,102913.77
79104,35.2,-101.79,TX,6705,21793,3,1,1206,6221,2020,67648.57
79106,35.2,-101.89,TX,27668,66048,3,2,1871,5927,2020,117112.3
79107,35.23,-101.79,TX,39829,96662,3,2,1184,6183,2020,66428.37
79108,35.38,-101.8,TX,10549,25986,3,2,1714,1274,2020,138427.4
79109,35.17,-101.89,TX,43167,90547,3,2,2162,4258,2020,166951.1
79110,35.15,-101.87,TX,19235,42393,3,2,1337,5548,2020,117981.13
79118,35.1,-101.75,TX,25963,44402,3,2,2181,3908,2020,182934.33
79119,35.11,-102.02,TX,20387,23468,4,3,2715,2367,2020,275161
79121,35.17,-101.93,TX,5388,9425,3,3,2511,3055,2020,212251.53
79124,35.27,-102.03,TX,10847,13974,4,3,2614,1076,2020,285214.04
79201,34.41,-100.34,TX,6817,12327,3,2,1382,4327,2020,75031.66
79311,33.86,-101.88,TX,3767,6638,4,2,1794,5249,2020,122990.27
79316,33.13,-102.31,TX,10180,23289,3,2,2384,2441,2020,116854.08
79322,33.66,-101.2,TX,1802,4531,3,2,1448,4814,2020,73116.03
79325,34.41,-102.94,TX,2218,3425,4,2,2424,1,2020,130746.81
79329,33.73,-101.69,TX,3086,5913,3,2,1940,3530,2020,167325.92
79331,32.67,-101.97,TX,11726,22159,3,2,2019,4319,2020,96900.72
79336,33.6,-102.4,TX,15785,33355,3,2,1967,3918,2020,137655.68
79343,33.65,-101.54,TX,1695,3319,2,1,792,7013,2020,86628.01
79358,33.43,-102.2,TX,1365,2452,4,2,2878,9,2020,178224.07
79360,32.69,-102.72,TX,16584,26428,3,2,2381,2466,2020,184576.17
79363,33.71,-102.04,TX,5827,10646,3,3,2390,2600,2020,211873.86
79366,33.53,-101.68,TX,1107,1327,3,3,2717,5649,2020,282684.52
79382,33.47,-102.02,TX,9355,15216,4,2,2159,6533,2020,203114.38
79401,33.59,-101.85,TX,9045,16237,3,3,1729,4828,2020,119743.77
79403,33.64,-101.77,TX,16001,49572,4,2,1750,5918,2020,79704.71
79404,33.53,-101.8,TX,9312,30670,3,2,1827,5404,2020,69947.75
79407,33.57,-102.09,TX,21211,50372,4,3,2341,4897,2020,161328.75
79410,33.57,-101.89,TX,10570,19073,3,2,2169,6621,2020,133782.6
79411,33.57,-101.86,TX,6623,23587,3,1,1263,6854,2020,78483.06
79412,33.55,-101.86,TX,15719,46374,3,2,1638,7094,2020,92921.73
79413,33.55,-101.89,TX,23265,48363,3,2,2121,7113,2020,146836.18
79414,33.55,-101.92,TX,18081,50705,3,2,1670,7367,2020,118330.36
79415,33.7,-101.9,TX,17048,52098,3,2,1660,4066,2020,76371.2
79416,33.6,-101.98,TX,34864,72316,3,3,2234,5194,2020,152966.44
79423,33.43,-101.85,TX,41950,72027,4,3,2223,6365,2020,175856.49
79424,33.47,-101.94,TX,49721,71354,4,3,2402,6185,2020,220898.37
79501,32.74,-99.89,TX,2686,7137,3,2,1758,3867,2020,96457.43
79504,32.31,-99.35,TX,3147,6042,4,2,2575,1168,2020,130005.43
79508,32.27,-99.83,TX,1061,2579,3,2,2420,1974,2020,169496.18
79510,32.26,-99.53,TX,7673,17131,3,2,2080,1375,2020,149718.84
79511,32.43,-101.27,TX,1165,2144,3,2,2021,857,2020,174352.56
79520,32.88,-100.13,TX,2393,4794,3,2,1923,1423,2020,73994.73
79525,32.63,-99.83,TX,2481,6140,3,2,1772,13,2020,178486.67
79526,32.64,-100.75,TX,868,1745,2,2,2379,9,2020,153825.2
79536,32.47,-100.03,TX,5703,10408,3,2,1720,1147,2020,109515.92
79545,32.42,-100.58,TX,1855,3748,3,2,1958,0,2020,113603.88
79549,32.9,-100.9,TX,15814,25787,3,2,1851,4201,2020,107579.21
79553,32.94,-99.84,TX,3256,7925,3,2,1785,0,2020,85537.95
79556,32.48,-100.39,TX,12687,28969,3,2,1909,5107,2020,107641.91
79562,32.24,-99.87,TX,4150,6309,4,3,2445,916,2020,273219.86
79563,32.42,-99.91,TX,1149,3615,2,2,1756,2,2020,76956.29
79567,31.98,-99.98,TX,3112,7512,3,2,2202,2819,2020,61708.46
79601,32.57,-99.65,TX,27033,43096,3,2,2009,4741,2020,137793.01
79602,32.34,-99.67,TX,26933,44833,3,2,2114,3618,2020,183594.46
79603,32.4,-99.89,TX,23956,67323,3,2,1697,5141,2020,90548.94
79605,32.43,-99.78,TX,28611,76622,3,2,1691,5778,2020,118776.24
79606,32.35,-99.83,TX,26810,48833,4,2,2148,4783,2020,206186.79
79701,31.99,-102.08,TX,30348,67074,3,2,1813,5344,2020,189293.21
79703,31.98,-102.13,TX,22257,40097,3,2,1547,6938,2020,206547.43
79705,32.1,-102.05,TX,40134,58492,4,3,2497,5311,2020,308241.11
79706,31.84,-101.97,TX,31088,45830,3,2,2272,2343,2020,331951.25
79707,32.03,-102.21,TX,36167,46942,4,3,2687,5533,2020,354428.79
79714,32.33,-102.71,TX,18184,27264,3,2,2207,4955,2020,205482.46
79720,32.2,-101.51,TX,32431,53298,3,2,1818,3803,2020,155831.83
79731,31.45,-102.56,TX,4473,7597,3,2,1863,6294,2020,147377.74
79745,31.85,-103.03,TX,6559,11746,3,2,1811,5649,2020,109124
79758,32.01,-102.34,TX,2286,4195,4,3,3573,6,2020,328412.88
79761,31.86,-102.35,TX,31566,64666,3,2,1838,5267,2020,178755.99
79762,31.93,-102.36,TX,40728,72862,3,2,1903,6134,2020,213434.26
79763,31.81,-102.47,TX,35900,78680,3,2,1697,4789,2020,183762.62
79764,31.89,-102.47,TX,25871,49139,3,2,2015,1963,2020,203637.79
79765,31.92,-102.3,TX,20155,16451,4,3,2416,5500,2020,296946.13
79766,31.71,-102.36,TX,10755,15694,3,2,2057,3,2020,267449.1
79772,31.4,-103.59,TX,13843,23205,3,2,1897,4705,2020,176801.1
79782,32.19,-101.89,TX,4782,7208,4,2,2114,2417,2020,214808.82
79821,31.98,-106.6,TX,6645,15035,4,3,2364,3049,2020,130861.77
79830,29.89,-103.5,TX,7948,13327,3,2,1738,3571,2020,193474.75
79836,31.57,-106.21,TX,8042,20343,3,2,1968,1852,2020,124579.96
79838,31.49,-106.17,TX,5687,28624,3,1,1319,4501,2020,102502.24
79849,31.56,-106.25,TX,13183,48590,2,2,1415,1483,2020,103348.97
79901,31.76,-106.48,TX,8518,48289,4,3,2296,5401,2020,81099.19
79902,31.78,-106.5,TX,19984,62002,3,2,1738,4433,2020,180546.02
79903,31.79,-106.44,TX,15849,59770,4,2,2269,4768,2020,113382.72
79904,31.85,-106.45,TX,32148,92505,4,2,2017,4506,2020,113669.31
79905,31.77,-106.43,TX,21953,89820,3,1,1212,2759,2020,96261.25
79907,31.71,-106.33,TX,50696,184936,4,2,1948,5228,2020,111231.51
79911,31.94,-106.54,TX,7668,5577,4,3,2243,5160,2020,247713.74
79912,31.85,-106.53,TX,78470,170804,4,3,3080,4596,2020,199505.81
79915,31.75,-106.37,TX,36505,131598,3,2,2231,5640,2020,106865.58
79922,31.81,-106.56,TX,7210,15818,5,4,3545,2648,2020,252384.24
79924,31.9,-106.41,TX,59420,176934,3,2,1536,6501,2020,117139.79
79925,31.8,-106.36,TX,38947,108925,4,2,1998,5559,2020,153795.72
79927,31.65,-106.27,TX,42140,129618,4,3,2228,4922,2020,123968.99
79928,31.68,-106.12,TX,76392,162337,4,3,1923,5302,2020,166034.52
