<<<<<<< HEAD:output/TX_full_data.csv
zipcode,latitude,longitude,state,population,2015,2016,2017,2018,2019,2020,2021,2022,2023,Net_Income,bedroom_number,bathroom_number,living_space,land_space
79015,34.95259,-101.89925,TX,22493,168486.1701,175459.5491,180983.6013,186760.9505,192756.4205,200462.2437,225164.1704,254453.3434,262244.569,35924,3,2,2112,2576
79019,34.98099,-101.39288,TX,1914,115282.696,121600.6936,123062.7293,128830.1235,137333.0602,143721.2628,168521.596,185762.7811,178262.3202,3145,3,2,1344,0
79029,35.89513,-102.02756,TX,15875,114614.0451,119617.7505,129253.604,148550.3442,146014.5427,151475.9896,162429.825,172560.0068,169742.5481,31395,3,2,1654,5725
79035,34.68301,-102.78573,TX,5434,85373.91092,89530.1447,90581.80024,94986.75302,97821.23199,104905.0814,122492.9505,129827.1934,123508.1366,9592,2,1,1398,0
79036,35.59727,-101.54826,TX,5035,98357.04506,104712.6177,103820.078,108809.38,113304.5065,115804.2289,125419.5414,133962.761,130401.7032,7871,3,2,1623,1460
79041,34.0376,-101.93466,TX,2821,83741.08875,87514.62845,87892.19281,86583.20611,88090.88486,98420.50715,106731.9849,111017.8613,103002.6569,6552,4,3,2612,8000
79042,34.74802,-101.89449,TX,1203,83766.88201,89916.81224,93463.31357,97919.3383,104599.9216,114312.5888,130684.8294,143965.0329,138308.492,1775,4,2,528,3265
79045,34.89831,-102.51228,TX,18634,77138.24206,78771.052,82235.94632,90475.13193,99914.97159,118368.4156,140455.9369,149997.455,148622.5035,45514,3,2,2179,4257
79065,35.52363,-100.90378,TX,19538,75361.26948,73905.19025,69550.98697,66412.43814,70266.32525,72329.2251,77757.83174,81188.63769,82261.86679,35978,3,1,1598,6009
79068,35.33633,-101.45226,TX,3253,112716.6778,116276.4522,120791.5818,128956.8044,134732.5755,141740.7564,155925.2587,168771.1743,169593.3346,4382,3,2,1800,5147
79072,34.1719,-101.745,TX,25831,78789.20004,80630.52154,82197.4484,85907.77657,90040.40037,97115.92144,103668.6247,115799.1667,112419.2726,58248,3,2,2794,4219
79086,36.13538,-101.79255,TX,3023,103801.5102,101881.9236,113798.6817,125311.3981,123551.0985,134433.3186,139208.1172,136255.0216,134275.9219,3281,3,2,1848,1800
79088,34.57463,-101.69315,TX,5213,51200.11558,54844.68929,55828.35025,62980.49275,65501.23629,73208.26372,79820.01108,91582.80156,84979.46945,11453,3,2,2290,2940
79101,35.20605,-101.83946,TX,2335,56865.43039,60415.2226,62136.2739,64817.38898,67824.78853,71549.45635,82807.95818,94403.56911,99262.47311,7250,2,2,2108,7000
79102,35.19948,-101.84661,TX,9898,86080.39662,90413.81746,94213.76293,98402.02853,103323.1344,108568.155,121675.7794,136576.7959,140399.4309,25630,3,2,1850,5809
79103,35.18297,-101.7999,TX,10758,79084.24175,82940.39329,87816.37763,93028.12927,96636.27834,102913.7688,117763.8475,133289.5988,143283.1708,27422,3,2,1204,6155
79104,35.2011,-101.79017,TX,6705,51177.54234,53375.85189,53976.2606,57585.23249,61840.52596,67648.56828,77385.7475,88964.42482,95872.67029,21793,3,1,1206,6221
79106,35.20369,-101.89178,TX,27668,97314.4163,101141.3043,105360.4013,108668.7437,112062.4698,117112.2983,131265.7796,149459.5897,157066.1916,66048,3,2,1871,5927
79107,35.23119,-101.7946,TX,39829,49888.66105,52319.44448,54552.22731,57818.20127,61230.46222,66428.37063,77849.9558,89636.68398,95994.56356,96662,3,2,1184,6183
79108,35.37511,-101.80307,TX,10549,106155.8349,111221.3387,116054.5345,122824.3204,130579.1467,138427.4044,157661.6327,179140.7487,183152.9606,25986,3,2,1714,1274
79109,35.1665,-101.88633,TX,43167,143190.1228,148797.4045,153323.7753,156938.0269,159990.6034,166951.1009,187391.3286,215001.4195,222775.9025,90547,3,2,2162,4258
79110,35.14946,-101.87109,TX,19235,95876.77542,100182.0884,105351.5745,108887.3207,112880.3438,117981.1268,132696.459,151546.2255,159051.4135,42393,3,2,1337,5548
79118,35.10103,-101.74863,TX,25963,160975.4177,166655.4111,169966.677,172311.5217,176468.88,182934.3266,206561.2196,237245.8724,243844.308,44402,3,2,2181,3908
79119,35.10876,-102.01968,TX,20387,244744.0873,251198.9881,256834.6171,261845.8559,267381.1253,275160.9972,306109.2757,348962.2661,360277.7263,23468,4,3,2715,2367
79121,35.17447,-101.92922,TX,5388,186605.0808,195399.041,199445.0866,202851.9988,205483.6796,212251.5292,235455.7692,271196.8872,277118.743,9425,3,3,2511,3055
79124,35.26891,-102.02705,TX,10847,244055.2628,253536.0596,258389.5049,268620.7465,276794.9881,285214.0352,315751.1269,362034.0615,368905.5212,13974,4,3,2614,1076
79201,34.4101,-100.33521,TX,6817,57199.12381,62268.56551,59930.71232,62757.82263,68954.70779,75031.66426,86534.23825,95606.118,92045.37496,12327,3,2,1382,4327
79311,33.85781,-101.88228,TX,3767,91905.10646,98060.93007,100489.6755,107290.4503,111512.8009,122990.2653,136271.303,149463.7381,149905.8012,6638,4,2,1794,5249
79316,33.13478,-102.3058,TX,10180,100601.2128,106423.1201,101873.6756,99526.99775,105345.8354,116854.0813,113846.2606,112612.1894,101282.2897,23289,3,2,2384,2441
79322,33.65887,-101.19814,TX,1802,59929.26305,60162.09587,60973.7028,66495.61832,73154.63875,73116.02833,75631.91187,72937.50855,65308.35569,4531,3,2,1448,4814
79325,34.40798,-102.93821,TX,2218,113230.2043,123583.9492,121837.2907,120542.0047,123798.4249,130746.8135,151652.2021,169697.9734,161167.3438,3425,4,2,2424,1
79329,33.72503,-101.68807,TX,3086,134025.906,134977.2208,150393.8941,160202.7599,157148.0765,167325.9202,184624.4351,206150.7311,212771.324,5913,3,2,1940,3530
79331,32.66775,-101.97488,TX,11726,77232.5179,82143.34283,81210.2938,82696.08868,87425.60544,96900.72248,105279.0589,101678.6293,91956.30929,22159,3,2,2019,4319
79336,33.59962,-102.40214,TX,15785,110583.356,114452.0313,116739.6183,121433.0685,130177.7373,137655.6836,145221.1433,152008.097,148629.9771,33355,3,2,1967,3918
79343,33.65096,-101.54459,TX,1695,72195.59914,73090.42007,70516.20945,75370.52265,84849.45246,86628.00673,87353.94087,85212.59439,82434.09742,3319,2,1,792,7013
79358,33.4321,-102.20017,TX,1365,132401.0519,141014.9193,150931.7448,152297.3078,163656.2535,178224.0716,201765.0608,227526.3954,225167.9427,2452,4,2,2878,9
79360,32.69018,-102.72482,TX,16584,162148.5856,167118.0171,167698.0228,173572.44,178822.1863,184576.1744,196403.7126,211287.681,207347.0309,26428,3,2,2381,2466
79363,33.70769,-102.03804,TX,5827,172555.4226,172493.5593,188670.2696,202120.4193,202392.3327,211873.8574,233541.4547,258592.0215,259187.6787,10646,3,3,2390,2600
79366,33.53016,-101.68367,TX,1107,218011.6908,219521.2901,244676.1729,270719.947,272334.1348,282684.5203,309244.0133,348333.3337,356426.8424,1327,3,3,2717,5649
79382,33.46578,-102.02282,TX,9355,112999.4467,130576.0806,168058.307,189636.5133,196230.7883,203114.3793,236791.9479,263689.0954,268080.5717,15216,4,2,2159,6533
79401,33.58683,-101.85179,TX,9045,94184.30613,94991.23632,103727.0645,113883.7406,114075.4383,119743.7711,135428.0659,151886.9108,156613.8504,16237,3,3,1729,4828
79403,33.6433,-101.76595,TX,16001,61459.46631,60615.032,62426.08994,69718.18756,72987.6462,79704.71347,88413.66802,97229.11997,100135.2824,49572,4,2,1750,5918
79404,33.52651,-101.79856,TX,9312,57120.41,58812.92727,61774.29062,66645.10455,65308.46427,69947.75121,79703.72678,89218.40833,92881.30047,30670,3,2,1827,5404
79407,33.56566,-102.08895,TX,21211,130281.4868,131922.1115,146072.8389,156169.5868,154198.8639,161328.7509,181095.3788,206445.1018,211067.8987,50372,4,3,2341,4897
79410,33.56962,-101.89124,TX,10570,106742.4594,110493.2984,124791.1153,133613.4559,128944.7314,133782.5958,152699.1004,175334.1043,182557.8241,19073,3,2,2169,6621
79411,33.57012,-101.85773,TX,6623,59914.16646,60512.98505,70579.15308,75484.52619,74224.43343,78483.05967,92818.26554,106351.8556,111162.9135,23587,3,1,1263,6854
79412,33.5464,-101.85765,TX,15719,74435.62641,74648.92543,83370.48147,90274.00388,87941.87947,92921.72797,106162.9276,121326.0817,126330.7954,46374,3,2,1638,7094
79413,33.54576,-101.88775,TX,23265,118794.9908,122119.3086,136031.9976,146226.3313,140651.652,146836.1839,165082.8313,188550.2648,192644.5019,48363,3,2,2121,7113
79414,33.54862,-101.91943,TX,18081,93194.55153,95722.68671,107292.2136,114919.6862,111743.4207,118330.3561,133925.9762,152500.944,157331.955,50705,3,2,1670,7367
79415,33.69863,-101.90497,TX,17048,61133.95103,62113.13538,67293.32142,71707.71973,71315.03592,76371.19841,85376.20223,98605.74743,104219.6418,52098,3,2,1660,4066
79416,33.60473,-101.97658,TX,34864,128825.5556,130267.9966,144287.0068,154423.0594,148189.4552,152966.4435,171885.7314,197833.0755,203745.9562,72316,3,3,2234,5194
79423,33.43376,-101.84751,TX,41950,153408.7694,154188.8112,168242.5794,177825.3551,169348.0986,175856.4883,195682.4878,221823.4051,227958.0795,72027,4,3,2223,6365
79424,33.46865,-101.93881,TX,49721,201207.5006,198606.202,213909.139,222161.162,214415.1151,220898.3737,244833.9568,277889.3607,284904.0651,71354,4,3,2402,6185
79501,32.74332,-99.89332,TX,2686,75978.76727,84881.01805,82715.77366,84894.72527,89702.86106,96457.42821,101216.943,110781.4614,117676.7681,7137,3,2,1758,3867
79504,32.31336,-99.35271,TX,3147,100949.6351,109269.223,107276.4342,115415.21,122358.2956,130005.4273,139078.131,148346.6347,136696.5753,6042,4,2,2575,1168
79508,32.26999,-99.83032,TX,1061,144292.4651,147112.3498,151622.2891,159054.6473,162700.4545,169496.1754,194430.0894,213115.5103,218362.021,2579,3,2,2420,1974
79510,32.26006,-99.52872,TX,7673,107487.1161,119940.6878,122916.6544,132979.2854,140504.1457,149718.8376,166930.6445,179890.3778,172500.5732,17131,3,2,2080,1375
79511,32.42982,-101.26699,TX,1165,151847.8131,153104.2205,139642.0805,150349.8291,161695.8236,174352.5632,179724.1582,182954.319,180407.1363,2144,3,2,2021,857
79520,32.87581,-100.13012,TX,2393,67589.23008,70350.63561,64544.16111,72072.1485,74190.13611,73994.73342,74718.03321,81055.8956,83560.37801,4794,3,2,1923,1423
79525,32.62745,-99.82711,TX,2481,129202.8995,146257.1615,145875.4537,153132.8381,165836.5296,178486.6719,205770.274,234044.2041,227532.0958,6140,3,2,1772,13
79526,32.6443,-100.75192,TX,868,136163.8727,146503.205,145102.3924,142882.4038,145405.9245,153825.2012,170780.0491,180338.0451,161714.8448,1745,2,2,2379,9
79536,32.47333,-100.02859,TX,5703,88439.58599,96922.64564,100089.831,104114.7882,105600.4334,109515.919,129785.6027,148321.463,151351.3702,10408,3,2,1720,1147
79545,32.41806,-100.57753,TX,1855,92595.08495,94880.04807,98868.74714,105197.3068,111140.8616,113603.8786,126834.6395,133637.5891,133211.0684,3748,3,2,1958,0
79549,32.90152,-100.90407,TX,15814,101687.0378,101579.8774,97361.75984,98309.09749,101900.939,107579.207,115227.8182,118898.3736,115213.0135,25787,3,2,1851,4201
79553,32.93785,-99.84022,TX,3256,74477.70506,80667.76742,75813.80735,77738.60153,80500.31432,85537.94879,86344.78151,91565.19577,80193.37084,7925,3,2,1785,0
79556,32.48451,-100.39263,TX,12687,95392.07926,100783.0665,99079.32084,97553.47866,103214.8221,107641.9061,115045.695,115931.9985,107592.0741,28969,3,2,1909,5107
79562,32.24168,-99.86766,TX,4150,228726.913,236202.3516,244111.1102,254345.1919,262770.8539,273219.8596,307460.2719,348897.9556,354127.0019,6309,4,3,2445,916
79563,32.42222,-99.90929,TX,1149,63900.46777,68806.8473,66838.71119,69556.91436,71019.71432,76956.29293,89538.67599,99762.30405,99655.81182,3615,2,2,1756,2
79567,31.97678,-99.97787,TX,3112,50123.01667,49084.10949,51180.86998,56934.06187,58376.06099,61708.45853,66552.68946,72448.53567,62523.04436,7512,3,2,2202,2819
79601,32.57226,-99.64921,TX,27033,110032.2889,115316.0247,118721.2598,125607.167,130300.5159,137793.0086,155705.0085,174258.9266,180810.9213,43096,3,2,2009,4741
79602,32.33568,-99.6699,TX,26933,155097.9844,160698.951,164891.6182,172723.0467,178045.9854,183594.4625,203350.8471,231233.7985,238668.0104,44833,3,2,2114,3618
79603,32.39904,-99.89222,TX,23956,68778.98286,70974.38626,73381.94812,79519.44233,83148.87274,90548.9448,105207.1271,117049.0186,123315.4976,67323,3,2,1697,5141
79605,32.43394,-99.78182,TX,28611,93676.36488,98590.06579,102367.2981,108973.7664,112055.1505,118776.2436,134093.7964,149471.9086,156647.7646,76622,3,2,1691,5778
79606,32.35477,-99.83139,TX,26810,179656.1124,184927.6081,189549.4926,196495.955,200769.4762,206186.7895,227438.2277,258850.4097,266908.7631,48833,4,2,2148,4783
79701,31.99239,-102.08105,TX,30348,144689.8197,139407.4988,137814.0702,151910.3999,177513.6191,189293.2148,185105.2202,185526.5674,181533.8989,67074,3,2,1813,5344
79703,31.97998,-102.13158,TX,22257,156318.5435,152539.0448,150168.7218,164247.1033,192714.108,206547.4337,203562.2623,204704.6954,204731.9324,40097,3,2,1547,6938
79705,32.09619,-102.0508,TX,40134,250863.7786,239724.542,240061.032,264612.1789,297111.3043,308241.1113,304087.6857,313543.2049,318070.5472,58492,4,3,2497,5311
79706,31.83622,-101.97025,TX,31088,258309.8957,250601.7486,253185.651,278032.3237,314703.6603,331951.2541,324394.7126,328424.5716,331125.9173,45830,3,2,2272,2343
79707,32.03304,-102.21189,TX,36167,295598.2253,281512.5754,281201.9995,309096.4352,345811.33,354428.7929,349555.8248,362644.7385,369917.2813,46942,4,3,2687,5533
79714,32.32947,-102.71323,TX,18184,148514.4955,161062.7571,164874.1974,169527.4628,186298.3295,205482.4602,218550.0765,224965.2884,211798.2267,27264,3,2,2207,4955
79720,32.20171,-101.51395,TX,32431,136423.0807,132620.3324,119198.3367,126185.9982,143582.9985,155831.8345,156328.443,151626.3025,140428.1182,53298,3,2,1818,3803
79731,31.4477,-102.56095,TX,4473,96986.91987,106107.7246,110985.8748,127900.8584,138576.4401,147377.7355,165085.4545,176591.647,169294.3033,7597,3,2,1863,6294
79745,31.85302,-103.03325,TX,6559,53454.8182,61043.26465,64557.92693,69766.93274,87676.35367,109123.9984,126557.2429,125373.282,105341.4772,11746,3,2,1811,5649
79758,32.0112,-102.33569,TX,2286,241264.9415,243430.0693,239411.1318,254971.634,296498.7275,328412.8769,346161.8882,347831.4877,340502.116,4195,4,3,3573,6
79761,31.85603,-102.3485,TX,31566,120034.5873,122859.1234,121699.1735,131763.7825,159040.9238,178755.9946,174384.4438,168585.7141,166634.5996,64666,3,2,1838,5267
79762,31.92573,-102.35502,TX,40728,161198.7888,162067.4706,158838.2522,168040.8342,194288.0772,213434.2609,210963.4677,210138.6425,213523.1333,72862,3,2,1903,6134
79763,31.80766,-102.46744,TX,35900,123270.2713,126342.4812,123544.4052,133281.3007,162250.0115,183762.6199,179745.5354,174197.1754,168946.3012,78680,3,2,1697,4789
79764,31.88546,-102.47378,TX,25871,146304.5291,148828.4672,144373.1808,153774.374,181195.073,203637.7949,199048.0684,193018.0047,189717.8958,49139,3,2,2015,1963
79765,31.92205,-102.29878,TX,20155,250356.4361,246136.0248,235814.1709,242288.2316,275682.5992,296946.1309,297848.3828,298381.2738,300536.9583,16451,4,3,2416,5500
79766,31.71014,-102.36185,TX,10755,202755.2903,203124.1292,199734.2925,210736.6128,241776.802,267449.1017,269019.2174,263071.4043,254292.8617,15694,3,2,2057,3
79772,31.39852,-103.5867,TX,13843,116406.0171,125358.5215,123711.6346,135352.7103,153850.9391,176801.0982,197967.9278,211501.2014,162859.3522,23205,3,2,1897,4705
79782,32.18599,-101.88823,TX,4782,150393.6871,145841.6912,148426.7403,164136.4956,195288.4837,214808.8199,218162.1755,219073.0043,202431.2523,7208,4,2,2114,2417
79821,31.97677,-106.59822,TX,6645,109914.1658,115617.037,119460.9853,120494.4597,123286.073,130861.7721,149573.0434,174607.5311,188512.7134,15035,4,3,2364,3049
79830,29.89491,-103.49925,TX,7948,162851.6442,166810.8201,167886.0521,175941.3258,183780.1052,193474.7511,222100.7007,254168.0794,242442.1564,13327,3,2,1738,3571
79836,31.56975,-106.2112,TX,8042,113083.9466,109988.847,112519.4361,113016.7264,117754.7283,124579.9643,139051.2874,158708.0412,168701.919,20343,3,2,1968,1852
79838,31.49362,-106.17024,TX,5687,84361.30106,82099.93558,84449.30675,88188.55493,94112.12829,102502.2425,115700.5171,127298.3885,130988.6074,28624,3,1,1319,4501
79849,31.56449,-106.25275,TX,13183,83318.30595,84178.12579,86765.52218,86442.77858,95924.87628,103348.9722,117005.9409,132176.2925,145856.2979,48590,2,2,1415,1483
79901,31.7597,-106.48049,TX,8518,69551.50382,72068.93708,72279.8486,72149.73022,72428.07907,81099.18879,94168.01275,102917.2192,113842.3234,48289,4,3,2296,5401
79902,31.78431,-106.49768,TX,19984,153857.8594,157547.0188,162583.748,166700.1796,171219.6715,180546.0225,205061.6618,234136.909,246615.1081,62002,3,2,1738,4433
79903,31.78622,-106.44194,TX,15849,91081.06954,95045.533,99010.28958,102370.7807,105290.7153,113382.7187,129724.8542,145166.9575,153725.4527,59770,4,2,2269,4768
79904,31.85005,-106.45417,TX,32148,96944.64804,98171.22809,102221.7625,103366.957,104669.1346,113669.3087,131726.5128,151614.2091,163614.4466,92505,4,2,2017,4506
79905,31.76665,-106.42523,TX,21953,80365.62356,83800.79287,86520.83281,86883.45594,90078.37582,96261.25459,109555.5151,122689.4014,131983.8701,89820,3,1,1212,2759
79907,31.7074,-106.32681,TX,50696,93515.59923,96027.24692,100308.3832,101578.7263,104045.7737,111231.512,126647.1898,142791.448,156222.7203,184936,4,2,1948,5228
79911,31.9361,-106.53569,TX,7668,231646.5286,232342.4304,233269.1317,233628.6977,238391.5265,247713.7391,279539.7311,329880.1374,350978.9056,5577,4,3,2243,5160
79912,31.84839,-106.53272,TX,78470,175288.2753,176966.6126,182756.1907,186165.0669,190156.7922,199505.8087,226544.6204,261930.8497,280414.5262,170804,4,3,3080,4596
79915,31.74593,-106.37245,TX,36505,89722.35577,92144.19991,96574.15207,98025.05849,99475.45359,106865.5835,123382.5517,139180.0193,148313.9129,131598,3,2,2231,5640
79922,31.81126,-106.55823,TX,7210,220823.5284,221201.5033,231268.1656,235973.7102,240441.3689,252384.2438,284199.4108,327019.4226,354558.4495,15818,5,4,3545,2648
79924,31.90224,-106.41355,TX,59420,95460.89627,97444.53749,103283.4864,105119.9207,107978.6136,117139.7894,135541.6733,156136.0848,168894.3291,176934,3,2,1536,6501
79925,31.79851,-106.36327,TX,38947,133079.7244,136887.5337,141531.291,143285.2163,144578.7267,153795.7219,174618.4299,196677.5709,210073.6828,108925,4,2,1998,5559
79927,31.64566,-106.27359,TX,42140,106084.1941,109090.0101,111753.2974,113734.3479,117163.5683,123968.9913,141126.1741,163950.5194,177091.445,129618,4,3,2228,4922
79928,31.67896,-106.11511,TX,76392,147361.0952,149221.9668,152734.6968,155297.0379,159313.4814,166034.5168,188692.0087,222905.4798,235769.7209,162337,4,3,1923,5302
79930,31.81078,-106.46846,TX,26787,92201.32479,95634.13198,99443.09787,100753.2255,105362.6096,113333.8402,130551.1113,147902.2016,157735.595,88252,3,2,1611,5570
79932,31.87753,-106.6068,TX,28594,176934.8629,179033.6219,183000.0054,185882.254,189696.9249,198709.4963,226266.5604,265277.0441,284235.9613,64695,4,4,2911,2628
79934,31.95206,-106.434,TX,26916,138851.7412,140395.7766,144044.6691,146709.5054,149589.8002,157418.7886,179247.741,211339.4016,227529.6979,52143,4,3,1858,5680
79935,31.76804,-106.33029,TX,19073,137056.8979,139848.832,145683.5807,146447.5051,149132.466,156838.378,176646.7924,203449.847,217041.2742,47940,3,2,1670,4356
79936,31.77373,-106.29631,TX,107579,120197.9759,122715.8764,126302.6787,128403.4325,132271.2215,140227.0033,159298.8321,184177.5303,199986.1031,301052,3,3,2266,4808
79938,31.85764,-106.03895,TX,91575,152465.9444,154321.5167,157476.852,158927.8264,161457.9559,168526.588,190903.4977,224579.1635,238718.8116,180180,4,3,2157,4985
=======
zipcode,latitude,longitude,state,population,P_2015,P_2016,P_2017,P_2018,P_2019,P_2020,P_2021,P_2022,P_2023,Net_Income,bedroom_number,bathroom_number,living_space,land_space
75001,32.96,-96.84,TX,16287.0,273859.58,295281.26,319308.56,332937.39,333861.35,339818.07,378728.24,440760.63,454387.59,31081.0,2.0,3.0,1981.0,1873.0
75002,33.09,-96.61,TX,71102.0,239753.96,264265.55,284191.72,296218.09,296925.02,305948.22,360917.02,456706.81,464720.11,97936.0,4.0,3.0,3044.0,3827.0
75006,32.96,-96.9,TX,48104.0,166228.03,190571.63,211957.41,230517.64,237664.55,247785.26,278907.45,332128.56,341701.77,115491.0,3.0,2.0,1938.0,5075.0
75007,33.0,-96.9,TX,54448.0,202984.63,229672.38,252570.85,270069.18,275111.24,285478.08,325031.65,389614.5,400732.13,100570.0,3.0,2.0,2049.0,6753.0
75009,33.34,-96.75,TX,24737.0,280691.57,310914.56,336086.42,346691.19,347364.97,354443.47,428784.45,567323.67,557517.04,16893.0,4.0,4.0,3153.0,5374.0
75010,33.03,-96.9,TX,30129.0,276849.13,305158.55,327202.99,342010.64,344437.48,355334.16,405842.74,497050.1,505075.28,43978.0,4.0,3.0,2632.0,5965.0
75013,33.11,-96.69,TX,44807.0,371127.44,395342.0,413908.26,419277.51,416090.96,423575.42,501618.19,642503.01,650212.35,41155.0,4.0,4.0,3095.0,5111.0
75019,32.96,-96.98,TX,44324.0,335881.69,361130.26,381409.78,398199.51,401535.93,411052.63,460804.44,558935.4,585216.97,47233.0,4.0,3.0,2742.0,5600.0
75020,33.77,-96.6,TX,23184.0,92973.99,103486.42,117898.1,135057.07,145317.0,156538.27,182716.34,214626.47,218336.58,52649.0,3.0,2.0,2051.0,4445.0
75021,33.73,-96.48,TX,9327.0,101310.02,112546.79,127553.71,143620.95,154325.8,169134.33,199412.11,236222.57,238209.2,19978.0,3.0,2.0,1641.0,3821.0
75022,33.03,-97.12,TX,26543.0,385223.0,407879.4,424643.98,440409.82,447358.39,466271.85,548470.04,677587.82,691759.31,23480.0,4.0,4.0,3989.0,2803.0
75023,33.06,-96.73,TX,48586.0,219285.62,244249.07,266663.74,279385.0,281339.64,290087.11,332888.48,403456.24,417803.71,81759.0,4.0,3.0,2149.0,6896.0
75024,33.08,-96.81,TX,43331.0,352036.87,384946.0,407060.86,415696.38,413474.69,419191.6,482242.66,603643.99,619053.52,45444.0,4.0,4.0,3048.0,4243.0
75025,33.09,-96.74,TX,52881.0,302745.18,331420.67,353659.26,361787.85,358496.04,365731.92,424499.87,533150.25,547234.69,64853.0,4.0,3.0,2947.0,6563.0
75028,33.03,-97.06,TX,46934.0,279305.61,300977.1,319011.41,335505.81,342579.17,357488.96,411462.12,499955.16,512420.42,52128.0,3.0,3.0,2501.0,4733.0
75032,32.86,-96.43,TX,35056.0,269609.33,289621.83,311053.49,326314.61,333631.56,344639.99,406295.63,498696.49,498205.67,47261.0,4.0,4.0,3769.0,2767.0
75034,33.12,-96.84,TX,45759.0,374590.78,401981.6,419295.64,426948.7,420953.88,429759.5,512958.9,653122.24,653669.77,80603.0,4.0,4.0,3720.0,4412.0
75035,33.16,-96.77,TX,81512.0,333235.37,365369.95,386299.95,392916.42,389152.17,397578.71,478498.56,622218.77,628633.81,68868.0,4.0,3.0,3029.0,6299.0
75038,32.87,-96.98,TX,32128.0,220281.07,239569.5,263187.04,282234.66,292896.7,304873.88,343441.46,412473.17,424174.96,78240.0,4.0,3.0,2762.0,3817.0
75039,32.89,-96.94,TX,22046.0,404844.38,421265.62,428406.42,437056.26,438438.4,447545.47,497399.17,597766.02,609505.83,23156.0,3.0,3.0,2135.0,2112.0
75040,32.93,-96.62,TX,64565.0,122480.72,144226.76,164239.98,182610.06,192359.83,202020.25,229573.79,279158.18,287737.34,161991.0,3.0,2.0,1745.0,6422.0
75041,32.88,-96.65,TX,31451.0,106724.4,124811.16,144721.63,161530.1,169840.77,180396.61,206370.33,248640.16,254989.78,85688.0,3.0,2.0,1739.0,5937.0
75042,32.91,-96.67,TX,38184.0,116147.21,136783.89,157340.07,173399.0,184702.36,195431.16,222826.48,267676.5,275000.85,117136.0,4.0,2.0,1676.0,6334.0
75043,32.86,-96.58,TX,64845.0,132492.21,152253.11,172278.26,189617.47,199217.81,209359.99,240484.7,291439.4,295693.14,148867.0,3.0,3.0,2181.0,5636.0
75044,32.96,-96.65,TX,45895.0,160997.98,186793.86,210637.77,230568.93,237422.25,246172.26,279848.67,335777.99,342857.45,90049.0,3.0,3.0,2260.0,5395.0
75048,32.97,-96.58,TX,26956.0,226512.59,251542.77,271410.46,285806.68,289972.21,300157.07,349600.15,432109.3,440410.58,36827.0,4.0,3.0,2420.0,4619.0
75050,32.77,-97.0,TX,43422.0,108930.69,123292.04,142122.43,160588.54,172711.48,188174.03,217216.68,261390.77,264242.57,106844.0,3.0,2.0,1878.0,3272.0
75051,32.73,-96.99,TX,39783.0,92922.65,108019.93,125677.03,146259.38,158120.62,172059.54,198903.48,239760.28,245706.84,111053.0,3.0,2.0,1393.0,6720.0
75052,32.66,-97.03,TX,95745.0,148833.6,166364.63,185258.08,204884.6,217407.99,229728.83,266340.35,323516.27,327643.12,198135.0,3.0,2.0,2113.0,6384.0
75054,32.6,-97.03,TX,15820.0,281652.31,302313.27,319483.61,334610.25,340105.92,352719.88,410220.14,500260.9,496695.28,14422.0,4.0,3.0,3095.0,6244.0
75056,33.08,-96.91,TX,64243.0,237460.58,266558.84,290131.74,305430.3,308511.56,319603.45,372296.34,457811.55,468086.36,98751.0,4.0,3.0,2622.0,5801.0
75057,33.05,-96.98,TX,16855.0,142923.53,161970.58,179971.82,200847.24,210221.89,222033.83,250995.53,300690.48,308760.35,38202.0,3.0,3.0,1541.0,5001.0
75058,33.45,-96.74,TX,3369.0,255161.36,282344.2,316005.0,348848.63,370600.29,396397.67,468960.37,576827.11,605239.6,5226.0,4.0,4.0,3271.0,1.0
75060,32.8,-96.95,TX,49473.0,120757.57,137344.44,155802.74,173229.87,186149.02,202000.75,229199.85,273738.16,283301.04,122990.0,3.0,2.0,1822.0,4498.0
75061,32.83,-96.97,TX,56959.0,125530.67,142185.32,160691.3,182058.92,195306.76,209741.69,238380.92,280426.52,287697.34,149891.0,3.0,3.0,1977.0,5981.0
75062,32.85,-96.96,TX,51846.0,131539.72,149235.76,171930.54,194646.98,206800.57,220159.87,248116.64,291309.19,297069.45,131598.0,3.0,2.0,1992.0,5283.0
75063,32.91,-97.0,TX,43705.0,334569.82,357156.29,376060.88,390414.56,393473.81,406633.65,458117.66,562247.53,582116.9,46887.0,4.0,3.0,2633.0,4691.0
75065,33.11,-97.01,TX,12549.0,184535.69,205808.96,226475.66,246292.29,255848.91,268516.24,313244.8,379379.44,386037.14,22331.0,3.0,3.0,2368.0,6072.0
75067,33.01,-97.0,TX,67837.0,182188.56,204154.83,224496.06,243493.16,249477.52,259135.04,293884.22,355547.07,363508.74,156952.0,3.0,3.0,1950.0,4739.0
75068,33.18,-96.95,TX,65880.0,227663.94,251459.9,270048.84,281385.7,281224.5,286430.73,342687.58,434543.01,424275.97,78585.0,4.0,3.0,2550.0,6083.0
75069,33.17,-96.6,TX,37479.0,225941.55,253125.16,276333.97,291156.56,295511.35,305018.47,357051.06,437391.28,441116.98,82779.0,3.0,3.0,2483.0,3786.0
75070,33.16,-96.7,TX,54444.0,273185.45,297037.0,315071.82,321895.03,319403.19,326795.55,390126.34,498136.36,497728.03,119662.0,4.0,3.0,2695.0,4974.0
